SHORTNAME,TEAMNAME,MATCHLABEL,total_duels,stoppedprogress_count,recoveredpossession_count,stoppedprogress_percent,recoveredpossession_percent
M. Sams Sørensen,Viborg U19,"Kolding IF U19 - Viborg U19, 0 - 3",2,1,1,50.0,50.0
M. Sams Sørensen,Viborg U19,"Viborg U19 - HIK U19, 7 - 1",1,0,0,0.0,0.0
M. Skotte Haakonsson,B 93 U19,"Roskilde U19 - B 93 U19, 4 - 3",3,2,0,66.67,0.0
M. Trajano,Hvidovre U19,"Helsingør U19 - Hvidovre U19, 3 - 1",10,8,2,80.0,20.0
M. Woedd,Roskilde U19,"Roskilde U19 - B 93 U19, 4 - 3",1,0,0,0.0,0.0
N. Banda,HIK U19,"Viborg U19 - HIK U19, 7 - 1",3,2,0,66.67,0.0
N. Brodersen,Nykøbing U19,"Nykøbing U19 - Roskilde U19, 1 - 2",2,0,0,0.0,0.0
N. Brodersen,Nykøbing U19,"Næstved U19 - Nykøbing U19, 0 - 1",3,1,0,33.33,0.0
N. Byssing,Roskilde U19,"Roskilde U19 - B 93 U19, 4 - 3",8,4,3,50.0,37.5
N. Dørup,SfB-Oure FA U19,"Hobro IK U19 - SfB-Oure FA U19, 6 - 0",7,3,1,42.86,14.29
N. Elkjær Gammelgaard,Næstved U19,"HB Køge U19 - Næstved U19, 2 - 1",10,6,2,60.0,20.0
N. Elkjær Gammelgaard,Næstved U19,"Næstved U19 - Nykøbing U19, 0 - 1",11,8,4,72.73,36.36
N. Escobar,Roskilde U19,"Nykøbing U19 - Roskilde U19, 1 - 2",10,6,1,60.0,10.0
N. Escobar,Roskilde U19,"Roskilde U19 - B 93 U19, 4 - 3",3,2,0,66.67,0.0
N. Kirkegaard,Roskilde U19,"Roskilde U19 - B 93 U19, 4 - 3",16,12,3,75.0,18.75
N. Mørch,Næstved U19,"Næstved U19 - Nykøbing U19, 0 - 1",7,5,3,71.43,42.86
N. Pedersen,Viborg U19,"Kolding IF U19 - Viborg U19, 0 - 3",7,7,4,100.0,57.14
N. Pedersen,Viborg U19,"Viborg U19 - HIK U19, 7 - 1",3,3,2,100.0,66.67
N. Sørensen,B 93 U19,"Roskilde U19 - B 93 U19, 4 - 3",2,1,1,50.0,50.0
N. Toftgaard,HIK U19,"Viborg U19 - HIK U19, 7 - 1",3,2,1,66.67,33.33
N. Williams,Helsingør U19,"Helsingør U19 - Hvidovre U19, 3 - 1",3,2,2,66.67,66.67
O. Alsted,HIK U19,"Viborg U19 - HIK U19, 7 - 1",3,1,0,33.33,0.0
O. Balsløv,Nykøbing U19,"Næstved U19 - Nykøbing U19, 0 - 1",5,3,2,60.0,40.0
O. Engberg,HB Køge U19,"HB Køge U19 - Næstved U19, 2 - 1",9,2,1,22.22,11.11
O. Falk,Helsingør U19,"Helsingør U19 - Hvidovre U19, 3 - 1",12,10,3,83.33,25.0
O. Madsen,Nykøbing U19,"Nykøbing U19 - Roskilde U19, 1 - 2",8,4,0,50.0,0.0
O. Madsen,Nykøbing U19,"Næstved U19 - Nykøbing U19, 0 - 1",3,3,0,100.0,0.0
O. Schneekloth Andersen,Næstved U19,"Næstved U19 - Nykøbing U19, 0 - 1",1,0,0,0.0,0.0
O. Thylkjær Pedersen,Roskilde U19,"Nykøbing U19 - Roskilde U19, 1 - 2",1,1,0,100.0,0.0
P. Keller,Viborg U19,"Kolding IF U19 - Viborg U19, 0 - 3",3,1,1,33.33,33.33
P. Keller,Viborg U19,"Viborg U19 - HIK U19, 7 - 1",2,1,0,50.0,0.0
P. Nancke,SfB-Oure FA U19,"Hobro IK U19 - SfB-Oure FA U19, 6 - 0",7,5,3,71.43,42.86
P. Nyrup,SfB-Oure FA U19,"Hobro IK U19 - SfB-Oure FA U19, 6 - 0",6,2,0,33.33,0.0
S. Emperor Hermansen,Næstved U19,"HB Køge U19 - Næstved U19, 2 - 1",2,2,1,100.0,50.0
S. Frahm Gade,Hobro IK U19,"Hobro IK U19 - SfB-Oure FA U19, 6 - 0",11,4,2,36.36,18.18
S. Kejser Hermansen,Næstved U19,"Næstved U19 - Nykøbing U19, 0 - 1",1,0,0,0.0,0.0
S. Krogsgaard,Helsingør U19,"Helsingør U19 - Hvidovre U19, 3 - 1",1,0,0,0.0,0.0
S. Lillevang,Hvidovre U19,"Helsingør U19 - Hvidovre U19, 3 - 1",2,2,2,100.0,100.0
S. Mathiassen,Kolding IF U19,"Kolding IF U19 - Viborg U19, 0 - 3",4,0,0,0.0,0.0
S. Muhiddine,Nykøbing U19,"Nykøbing U19 - Roskilde U19, 1 - 2",4,3,1,75.0,25.0
S. Rosenwanger,HB Køge U19,"HB Køge U19 - Næstved U19, 2 - 1",6,4,2,66.67,33.33
S. Ulriksen,Helsingør U19,"Helsingør U19 - Hvidovre U19, 3 - 1",4,3,1,75.0,25.0
T. Aller,HB Køge U19,"HB Køge U19 - Næstved U19, 2 - 1",1,0,0,0.0,0.0
T. Arnarsson,B 93 U19,"Roskilde U19 - B 93 U19, 4 - 3",7,5,3,71.43,42.86
T. Bech-Petersen,Kolding IF U19,"Kolding IF U19 - Viborg U19, 0 - 3",1,0,0,0.0,0.0
T. Dahl,Hvidovre U19,"Helsingør U19 - Hvidovre U19, 3 - 1",1,1,1,100.0,100.0
V. Bischoff,Hvidovre U19,"Helsingør U19 - Hvidovre U19, 3 - 1",2,2,1,100.0,50.0
V. Bjerge,Viborg U19,"Kolding IF U19 - Viborg U19, 0 - 3",4,4,3,100.0,75.0
V. Bjerge,Viborg U19,"Viborg U19 - HIK U19, 7 - 1",6,3,2,50.0,33.33
V. Foshammer,SfB-Oure FA U19,"Hobro IK U19 - SfB-Oure FA U19, 6 - 0",11,7,0,63.64,0.0
V. Halilovic,Hobro IK U19,"Hobro IK U19 - SfB-Oure FA U19, 6 - 0",10,9,3,90.0,30.0
V. Koldtoft,Roskilde U19,"Nykøbing U19 - Roskilde U19, 1 - 2",3,3,2,100.0,66.67
V. Koldtoft,Roskilde U19,"Roskilde U19 - B 93 U19, 4 - 3",8,4,3,50.0,37.5
V. Munck,SfB-Oure FA U19,"Hobro IK U19 - SfB-Oure FA U19, 6 - 0",7,6,1,85.71,14.29
V. Musse,HB Køge U19,"HB Køge U19 - Næstved U19, 2 - 1",5,3,1,60.0,20.0
V. Petersen,Hobro IK U19,"Hobro IK U19 - SfB-Oure FA U19, 6 - 0",5,4,1,80.0,20.0
V. Riesbeck,B 93 U19,"Roskilde U19 - B 93 U19, 4 - 3",2,2,0,100.0,0.0
W. Adelsten,HIK U19,"Viborg U19 - HIK U19, 7 - 1",9,4,2,44.44,22.22
W. Dalsgaard Daubjerg,Hobro IK U19,"Hobro IK U19 - SfB-Oure FA U19, 6 - 0",2,0,0,0.0,0.0
W. Faheem,Hvidovre U19,"Helsingør U19 - Hvidovre U19, 3 - 1",5,3,0,60.0,0.0
W. Friis,Nykøbing U19,"Nykøbing U19 - Roskilde U19, 1 - 2",7,5,2,71.43,28.57
W. Friis,Nykøbing U19,"Næstved U19 - Nykøbing U19, 0 - 1",4,2,1,50.0,25.0
W. Hansen,Nykøbing U19,"Nykøbing U19 - Roskilde U19, 1 - 2",4,3,0,75.0,0.0
W. Palm Eierstrand,Hvidovre U19,"Helsingør U19 - Hvidovre U19, 3 - 1",9,7,3,77.78,33.33
W. Rohde,Viborg U19,"Kolding IF U19 - Viborg U19, 0 - 3",2,2,1,100.0,50.0
W. Rohde,Viborg U19,"Viborg U19 - HIK U19, 7 - 1",5,4,2,80.0,40.0
W. Røgen,Hobro IK U19,"Hobro IK U19 - SfB-Oure FA U19, 6 - 0",2,1,0,50.0,0.0
W. Sindahl,Hvidovre U19,"Helsingør U19 - Hvidovre U19, 3 - 1",8,6,5,75.0,62.5
W. Valeur,Helsingør U19,"Helsingør U19 - Hvidovre U19, 3 - 1",4,4,4,100.0,100.0
W. Warrer,Kolding IF U19,"Kolding IF U19 - Viborg U19, 0 - 3",6,6,5,100.0,83.33
Z. Durup,HB Køge U19,"HB Køge U19 - Næstved U19, 2 - 1",6,3,3,50.0,50.0
Z. Hamade,Roskilde U19,"Nykøbing U19 - Roskilde U19, 1 - 2",2,0,0,0.0,0.0
