SHORTNAME,TEAMNAME,MATCHLABEL,total_duels,stoppedprogress_count,recoveredpossession_count,stoppedprogress_percent,recoveredpossession_percent
L. Nyman,Nykøbing,"Vanløse - Nykøbing, 2 - 2",9,6,2,66.67,22.22
L. Simonsen,FA 2000,"Hørsholm-Usserød - FA 2000, 5 - 1",2,1,1,50.0,50.0
L. Tinggaard Helmi,Hørsholm-Usserød,"Brønshøj - Hørsholm-Usserød, 0 - 2",4,2,0,50.0,0.0
L. Tinggaard Helmi,Hørsholm-Usserød,"Hørsholm-Usserød - FA 2000, 5 - 1",10,6,2,60.0,20.0
L. Tinggaard Helmi,Hørsholm-Usserød,"Hørsholm-Usserød - Nykøbing, 0 - 2",9,3,1,33.33,11.11
L. Ziegler,Vanløse,"Vanløse - Nykøbing, 2 - 2",1,0,0,0.0,0.0
M. Atici,FA 2000,"Hørsholm-Usserød - FA 2000, 5 - 1",6,3,1,50.0,16.67
M. Atici,FA 2000,"Vanløse - FA 2000, 4 - 0",3,3,1,100.0,33.33
M. Bakhit,Brønshøj,"Brønshøj - Hørsholm-Usserød, 0 - 2",4,1,1,25.0,25.0
M. Bakhit,Brønshøj,"Holbæk B&I - Brønshøj, 5 - 3",9,7,4,77.78,44.44
M. Bakhit,Brønshøj,"Nykøbing - Brønshøj, 0 - 0",5,3,0,60.0,0.0
M. Bakhit,Brønshøj,"Vejgaard B - Brønshøj, 3 - 0",1,1,0,100.0,0.0
M. Belmaillah,Sundby,"Sundby - Holbæk B&I, 2 - 0",1,0,0,0.0,0.0
M. Belmaillah,Sundby,"Sundby - Odder, 3 - 0",2,2,0,100.0,0.0
M. Belmaillah,Sundby,"Vejgaard B - Sundby, 1 - 1",1,1,0,100.0,0.0
M. Bøje,Odder,"Odder - Lyseng, 2 - 0",4,3,1,75.0,25.0
M. Bøje,Odder,"Odder - Næsby, 2 - 3",5,3,1,60.0,20.0
M. Bøje,Odder,"Sundby - Odder, 3 - 0",1,1,0,100.0,0.0
M. Clement,Odder,"Odder - Frem, 0 - 1",5,3,2,60.0,40.0
M. Clement,Odder,"Odder - Lyseng, 2 - 0",8,4,2,50.0,25.0
M. Clement,Odder,"Odder - Næsby, 2 - 3",5,3,0,60.0,0.0
M. Clement,Odder,"Sundby - Odder, 3 - 0",1,0,0,0.0,0.0
M. Dahl,Nykøbing,"Hørsholm-Usserød - Nykøbing, 0 - 2",3,1,1,33.33,33.33
M. Dahl,Nykøbing,"Nykøbing - Brønshøj, 0 - 0",2,2,1,100.0,50.0
M. Dahl,Nykøbing,"Nykøbing - Holbæk B&I, 1 - 0",4,2,0,50.0,0.0
M. Frederiksen,Næsby,"Frem - Næsby, 1 - 2",1,0,0,0.0,0.0
M. Frederiksen,Næsby,"Næsby - Vanløse, 1 - 0",5,2,0,40.0,0.0
M. Garly Pedersen,Holbæk B&I,"Holbæk B&I - Brønshøj, 5 - 3",4,2,1,50.0,25.0
M. Garly Pedersen,Holbæk B&I,"Holbæk B&I - Lyseng, 6 - 0",7,3,2,42.86,28.57
M. Garly Pedersen,Holbæk B&I,"Nykøbing - Holbæk B&I, 1 - 0",4,1,0,25.0,0.0
M. Garly Pedersen,Holbæk B&I,"Sundby - Holbæk B&I, 2 - 0",2,1,1,50.0,50.0
M. Husseinzada,Lyseng,"Holbæk B&I - Lyseng, 6 - 0",2,2,1,100.0,50.0
M. Husseinzada,Lyseng,"Lyseng - Vanløse, 1 - 2",7,3,0,42.86,0.0
M. Husseinzada,Lyseng,"Odder - Lyseng, 2 - 0",3,2,1,66.67,33.33
M. Jørgensen,Sundby,"Frem - Sundby, 3 - 2",4,1,1,25.0,25.0
M. Jørgensen,Sundby,"Sundby - Odder, 3 - 0",1,1,0,100.0,0.0
M. Kahr,Lyseng,"Holbæk B&I - Lyseng, 6 - 0",1,1,0,100.0,0.0
M. Kahr,Lyseng,"Lyseng - Vanløse, 1 - 2",4,1,0,25.0,0.0
M. Kahr,Lyseng,"Odder - Lyseng, 2 - 0",6,3,0,50.0,0.0
M. Krogh Hansen,Sundby,"Frem - Sundby, 3 - 2",4,4,0,100.0,0.0
M. Krogh Hansen,Sundby,"Sundby - Holbæk B&I, 2 - 0",8,3,1,37.5,12.5
M. Krogh Hansen,Sundby,"Sundby - Odder, 3 - 0",4,1,1,25.0,25.0
M. Krogh Hansen,Sundby,"Vejgaard B - Sundby, 1 - 1",5,4,0,80.0,0.0
M. Kruse,Frem,"Frem - Næsby, 1 - 2",1,1,0,100.0,0.0
M. Kruse,Frem,"Frem - Sundby, 3 - 2",3,2,0,66.67,0.0
M. Kruse,Frem,"Odder - Frem, 0 - 1",5,3,1,60.0,20.0
M. Kunckel,Vejgaard B,"Vejgaard B - Brønshøj, 3 - 0",1,0,0,0.0,0.0
M. Kunckel,Vejgaard B,"Vejgaard B - Sundby, 1 - 1",1,0,0,0.0,0.0
M. Kunnerup Jensen,Næsby,"Frem - Næsby, 1 - 2",1,0,0,0.0,0.0
M. Kunnerup Jensen,Næsby,"Næsby - Vanløse, 1 - 0",7,3,2,42.86,28.57
M. Kunnerup Jensen,Næsby,"Odder - Næsby, 2 - 3",2,1,1,50.0,50.0
M. Langhorn,Sundby,"Sundby - Holbæk B&I, 2 - 0",2,1,0,50.0,0.0
M. Larsen,Brønshøj,"Brønshøj - Hørsholm-Usserød, 0 - 2",8,6,1,75.0,12.5
M. Larsen,Brønshøj,"Vejgaard B - Brønshøj, 3 - 0",3,1,0,33.33,0.0
M. Larsen,Vejgaard B,"Vejgaard B - Brønshøj, 3 - 0",5,3,1,60.0,20.0
M. Larsen,Vejgaard B,"Vejgaard B - Sundby, 1 - 1",1,0,0,0.0,0.0
M. Lund Frese,Vanløse,"Vanløse - FA 2000, 4 - 0",3,1,1,33.33,33.33
M. Lynge,Brønshøj,"Brønshøj - Hørsholm-Usserød, 0 - 2",10,6,2,60.0,20.0
M. Lynge,Brønshøj,"Nykøbing - Brønshøj, 0 - 0",7,4,1,57.14,14.29
M. Lynge,Brønshøj,"Vejgaard B - Brønshøj, 3 - 0",8,4,2,50.0,25.0
M. Mikkelsen,Lyseng,"Holbæk B&I - Lyseng, 6 - 0",3,2,1,66.67,33.33
M. Mikkelsen,Lyseng,"Lyseng - Vanløse, 1 - 2",2,0,0,0.0,0.0
M. Mikkelsen,Lyseng,"Odder - Lyseng, 2 - 0",2,2,1,100.0,50.0
M. Möller,Vejgaard B,"Vejgaard B - Brønshøj, 3 - 0",2,2,1,100.0,50.0
M. Nielsen,Nykøbing,"Nykøbing - Brønshøj, 0 - 0",4,1,0,25.0,0.0
M. Nielsen,Nykøbing,"Vanløse - Nykøbing, 2 - 2",2,2,0,100.0,0.0
M. Nykjær,Nykøbing,"Hørsholm-Usserød - Nykøbing, 0 - 2",3,2,0,66.67,0.0
M. Olsen,Holbæk B&I,"Holbæk B&I - Brønshøj, 5 - 3",1,1,1,100.0,100.0
M. Olsen,Holbæk B&I,"Holbæk B&I - Lyseng, 6 - 0",1,0,0,0.0,0.0
M. Olsen,Holbæk B&I,"Nykøbing - Holbæk B&I, 1 - 0",3,2,0,66.67,0.0
M. Olsen,Holbæk B&I,"Sundby - Holbæk B&I, 2 - 0",1,0,0,0.0,0.0
M. Porsgrunn,Brønshøj,"Brønshøj - Hørsholm-Usserød, 0 - 2",4,3,0,75.0,0.0
M. Porsgrunn,Brønshøj,"Holbæk B&I - Brønshøj, 5 - 3",6,3,0,50.0,0.0
M. Qvarnstrøm,Vanløse,"Lyseng - Vanløse, 1 - 2",4,3,2,75.0,50.0
M. Qvarnstrøm,Vanløse,"Næsby - Vanløse, 1 - 0",7,5,2,71.43,28.57
M. Qvarnstrøm,Vanløse,"Vanløse - FA 2000, 4 - 0",9,8,5,88.89,55.56
M. Qvarnstrøm,Vanløse,"Vanløse - Nykøbing, 2 - 2",7,4,3,57.14,42.86
M. Rasmussen,Frem,"Frem - Næsby, 1 - 2",4,2,1,50.0,25.0
M. Rasmussen,Frem,"Frem - Sundby, 3 - 2",7,5,3,71.43,42.86
M. Rasmussen,Frem,"Odder - Frem, 0 - 1",1,1,1,100.0,100.0
M. Ravn,Brønshøj,"Holbæk B&I - Brønshøj, 5 - 3",1,1,1,100.0,100.0
M. Rosenlund,Hørsholm-Usserød,"Hørsholm-Usserød - FA 2000, 5 - 1",3,1,1,33.33,33.33
M. Rosenlund,Hørsholm-Usserød,"Hørsholm-Usserød - Nykøbing, 0 - 2",1,1,0,100.0,0.0
M. Schou,Næsby,"Frem - Næsby, 1 - 2",2,1,1,50.0,50.0
M. Schou,Næsby,"Næsby - Vanløse, 1 - 0",5,4,1,80.0,20.0
M. Schou,Næsby,"Odder - Næsby, 2 - 3",2,1,1,50.0,50.0
M. Sjørslev,Holbæk B&I,"Holbæk B&I - Brønshøj, 5 - 3",3,3,1,100.0,33.33
M. Sjørslev,Holbæk B&I,"Holbæk B&I - Lyseng, 6 - 0",1,1,0,100.0,0.0
M. Sjørslev,Holbæk B&I,"Nykøbing - Holbæk B&I, 1 - 0",2,2,0,100.0,0.0
M. Sjørslev,Holbæk B&I,"Sundby - Holbæk B&I, 2 - 0",2,2,2,100.0,100.0
M. Sonne,Vanløse,"Lyseng - Vanløse, 1 - 2",2,1,0,50.0,0.0
M. Sonne,Vanløse,"Næsby - Vanløse, 1 - 0",4,2,1,50.0,25.0
M. Sonne,Vanløse,"Vanløse - FA 2000, 4 - 0",1,0,0,0.0,0.0
M. Sonne,Vanløse,"Vanløse - Nykøbing, 2 - 2",2,1,1,50.0,50.0
M. Stangerup,Næsby,"Frem - Næsby, 1 - 2",5,5,1,100.0,20.0
M. Stangerup,Næsby,"Næsby - Vanløse, 1 - 0",1,1,0,100.0,0.0
M. Stangerup,Næsby,"Odder - Næsby, 2 - 3",5,2,0,40.0,0.0
M. Stokbro,Vejgaard B,"Vejgaard B - Sundby, 1 - 1",3,0,0,0.0,0.0
M. Vandal,Sundby,"Frem - Sundby, 3 - 2",4,3,0,75.0,0.0
M. Vandal,Sundby,"Sundby - Holbæk B&I, 2 - 0",7,5,2,71.43,28.57
M. Vandal,Sundby,"Sundby - Odder, 3 - 0",2,0,0,0.0,0.0
M. Vandal,Sundby,"Vejgaard B - Sundby, 1 - 1",7,5,2,71.43,28.57
M. Vinterberg,Frem,"Frem - Næsby, 1 - 2",1,0,0,0.0,0.0
M. Vinterberg,Frem,"Odder - Frem, 0 - 1",2,1,1,50.0,50.0
M. Wilkens,Lyseng,"Holbæk B&I - Lyseng, 6 - 0",2,1,0,50.0,0.0
M. Winkel,Frem,"Frem - Næsby, 1 - 2",11,7,2,63.64,18.18
M. Winkel,Frem,"Odder - Frem, 0 - 1",2,0,0,0.0,0.0
M. Zuberovski,Sundby,"Frem - Sundby, 3 - 2",2,2,1,100.0,50.0
N.  Hedegaard Bregenov,Lyseng,"Holbæk B&I - Lyseng, 6 - 0",4,1,0,25.0,0.0
N.  Hedegaard Bregenov,Lyseng,"Lyseng - Vanløse, 1 - 2",2,1,1,50.0,50.0
N.  Hedegaard Bregenov,Lyseng,"Odder - Lyseng, 2 - 0",4,2,1,50.0,25.0
N. Bentsen,Holbæk B&I,"Holbæk B&I - Brønshøj, 5 - 3",8,7,3,87.5,37.5
N. Bentsen,Holbæk B&I,"Holbæk B&I - Lyseng, 6 - 0",2,1,1,50.0,50.0
N. Bentsen,Holbæk B&I,"Nykøbing - Holbæk B&I, 1 - 0",2,1,0,50.0,0.0
N. Bentsen,Holbæk B&I,"Sundby - Holbæk B&I, 2 - 0",3,3,1,100.0,33.33
N. Brøndum,Frem,"Frem - Næsby, 1 - 2",9,6,2,66.67,22.22
N. Brøndum,Frem,"Odder - Frem, 0 - 1",2,1,1,50.0,50.0
N. Faizi,Lyseng,"Holbæk B&I - Lyseng, 6 - 0",4,1,1,25.0,25.0
N. Faizi,Lyseng,"Lyseng - Vanløse, 1 - 2",3,2,0,66.67,0.0
N. Faizi,Lyseng,"Odder - Lyseng, 2 - 0",6,3,1,50.0,16.67
N. Graini,FA 2000,"Hørsholm-Usserød - FA 2000, 5 - 1",5,1,0,20.0,0.0
N. Jessen,Hørsholm-Usserød,"Hørsholm-Usserød - FA 2000, 5 - 1",1,1,1,100.0,100.0
N. Jessen,Hørsholm-Usserød,"Hørsholm-Usserød - Nykøbing, 0 - 2",1,1,0,100.0,0.0
N. Koch Fazal,Hørsholm-Usserød,"Brønshøj - Hørsholm-Usserød, 0 - 2",1,0,0,0.0,0.0
N. Koch Fazal,Hørsholm-Usserød,"Hørsholm-Usserød - FA 2000, 5 - 1",3,1,0,33.33,0.0
N. Koch Fazal,Hørsholm-Usserød,"Hørsholm-Usserød - Nykøbing, 0 - 2",1,0,0,0.0,0.0
N. Korsbakke Mortensen,Vanløse,"Lyseng - Vanløse, 1 - 2",2,2,0,100.0,0.0
N. Korsbakke Mortensen,Vanløse,"Næsby - Vanløse, 1 - 0",6,4,3,66.67,50.0
N. Korsbakke Mortensen,Vanløse,"Vanløse - FA 2000, 4 - 0",4,3,2,75.0,50.0
N. Korsbakke Mortensen,Vanløse,"Vanløse - Nykøbing, 2 - 2",9,8,1,88.89,11.11
N. Lassen,Vejgaard B,"Vejgaard B - Brønshøj, 3 - 0",3,0,0,0.0,0.0
N. Lassen,Vejgaard B,"Vejgaard B - Sundby, 1 - 1",4,2,1,50.0,25.0
N. Pedersen,Vejgaard B,"Vejgaard B - Brønshøj, 3 - 0",3,2,1,66.67,33.33
N. Pedersen,Vejgaard B,"Vejgaard B - Sundby, 1 - 1",1,0,0,0.0,0.0
N. Sauer,Odder,"Odder - Frem, 0 - 1",5,5,1,100.0,20.0
N. Sauer,Odder,"Odder - Lyseng, 2 - 0",3,1,1,33.33,33.33
N. Sauer,Odder,"Odder - Næsby, 2 - 3",9,5,2,55.56,22.22
N. Sauer,Odder,"Sundby - Odder, 3 - 0",1,1,0,100.0,0.0
N. Sejr,Frem,"Frem - Næsby, 1 - 2",8,5,1,62.5,12.5
N. Sejr,Frem,"Frem - Sundby, 3 - 2",4,3,1,75.0,25.0
N. Sekula,Nykøbing,"Nykøbing - Holbæk B&I, 1 - 0",5,4,0,80.0,0.0
N. Simonsen,Lyseng,"Lyseng - Vanløse, 1 - 2",1,0,0,0.0,0.0
N. Thomsen,FA 2000,"Hørsholm-Usserød - FA 2000, 5 - 1",8,6,1,75.0,12.5
N. Thomsen,FA 2000,"Vanløse - FA 2000, 4 - 0",6,3,1,50.0,16.67
O. Angus,Nykøbing,"Hørsholm-Usserød - Nykøbing, 0 - 2",5,3,1,60.0,20.0
O. Angus,Nykøbing,"Nykøbing - Brønshøj, 0 - 0",6,4,2,66.67,33.33
O. Angus,Nykøbing,"Nykøbing - Holbæk B&I, 1 - 0",4,4,2,100.0,50.0
O. Angus,Nykøbing,"Vanløse - Nykøbing, 2 - 2",1,0,0,0.0,0.0
O. Gaarn,Næsby,"Odder - Næsby, 2 - 3",5,2,0,40.0,0.0
O. Gärtig,Nykøbing,"Hørsholm-Usserød - Nykøbing, 0 - 2",11,7,2,63.64,18.18
O. Gärtig,Nykøbing,"Nykøbing - Brønshøj, 0 - 0",4,1,0,25.0,0.0
O. Gärtig,Nykøbing,"Nykøbing - Holbæk B&I, 1 - 0",4,3,2,75.0,50.0
O. Gärtig,Nykøbing,"Vanløse - Nykøbing, 2 - 2",1,0,0,0.0,0.0
O. Jakobsen,Nykøbing,"Hørsholm-Usserød - Nykøbing, 0 - 2",5,2,1,40.0,20.0
O. Jakobsen,Nykøbing,"Nykøbing - Brønshøj, 0 - 0",5,2,0,40.0,0.0
O. Jakobsen,Nykøbing,"Nykøbing - Holbæk B&I, 1 - 0",3,2,1,66.67,33.33
O. Koertz,Næsby,"Frem - Næsby, 1 - 2",5,2,2,40.0,40.0
O. Koertz,Næsby,"Næsby - Vanløse, 1 - 0",13,8,4,61.54,30.77
O. Koertz,Næsby,"Odder - Næsby, 2 - 3",18,12,4,66.67,22.22
O. Pedersen,Odder,"Odder - Frem, 0 - 1",6,4,3,66.67,50.0
O. Pedersen,Odder,"Odder - Lyseng, 2 - 0",2,2,1,100.0,50.0
O. Pedersen,Odder,"Odder - Næsby, 2 - 3",4,3,0,75.0,0.0
O. Pedersen,Odder,"Sundby - Odder, 3 - 0",6,6,4,100.0,66.67
O. Svendsen,Brønshøj,"Vejgaard B - Brønshøj, 3 - 0",1,0,0,0.0,0.0
O. Svendsen,Nykøbing,"Hørsholm-Usserød - Nykøbing, 0 - 2",6,5,1,83.33,16.67
O. Svendsen,Nykøbing,"Nykøbing - Brønshøj, 0 - 0",9,4,1,44.44,11.11
O. Svendsen,Nykøbing,"Nykøbing - Holbæk B&I, 1 - 0",4,2,1,50.0,25.0
O. Svendsen,Nykøbing,"Vanløse - Nykøbing, 2 - 2",3,2,2,66.67,66.67
P. Allentoft,Vanløse,"Lyseng - Vanløse, 1 - 2",1,0,0,0.0,0.0
P. Allentoft,Vanløse,"Næsby - Vanløse, 1 - 0",2,1,1,50.0,50.0
P. Blichfeldt,Lyseng,"Holbæk B&I - Lyseng, 6 - 0",9,7,1,77.78,11.11
P. Hallundbæk,Næsby,"Odder - Næsby, 2 - 3",1,0,0,0.0,0.0
P. Højgaard,Vejgaard B,"Vejgaard B - Brønshøj, 3 - 0",3,1,0,33.33,0.0
P. Højgaard,Vejgaard B,"Vejgaard B - Sundby, 1 - 1",3,2,0,66.67,0.0
P. Larsen,Brønshøj,"Brønshøj - Hørsholm-Usserød, 0 - 2",3,2,0,66.67,0.0
P. Larsen,Brønshøj,"Holbæk B&I - Brønshøj, 5 - 3",5,5,1,100.0,20.0
P. Larsen,Brønshøj,"Nykøbing - Brønshøj, 0 - 0",5,5,0,100.0,0.0
P. Larsen,Brønshøj,"Vejgaard B - Brønshøj, 3 - 0",3,3,0,100.0,0.0
P. Mang,Lyseng,"Odder - Lyseng, 2 - 0",2,0,0,0.0,0.0
P. Oslev,Frem,"Frem - Næsby, 1 - 2",5,2,2,40.0,40.0
P. Oslev,Frem,"Frem - Sundby, 3 - 2",3,2,1,66.67,33.33
P. Oslev,Frem,"Odder - Frem, 0 - 1",1,1,0,100.0,0.0
R. Berner,Nykøbing,"Nykøbing - Brønshøj, 0 - 0",8,3,2,37.5,25.0
R. Berner,Nykøbing,"Nykøbing - Holbæk B&I, 1 - 0",1,0,0,0.0,0.0
R. Berner,Nykøbing,"Vanløse - Nykøbing, 2 - 2",2,1,1,50.0,50.0
R. Espersen,Næsby,"Næsby - Vanløse, 1 - 0",3,2,1,66.67,33.33
R. Hansen,Frem,"Frem - Næsby, 1 - 2",3,2,0,66.67,0.0
R. Hansen,Frem,"Frem - Sundby, 3 - 2",1,1,0,100.0,0.0
R. Jensen,Lyseng,"Holbæk B&I - Lyseng, 6 - 0",7,1,0,14.29,0.0
R. Knudsen,Næsby,"Frem - Næsby, 1 - 2",7,4,2,57.14,28.57
R. Knudsen,Næsby,"Næsby - Vanløse, 1 - 0",7,3,3,42.86,42.86
R. Larsen,Næsby,"Frem - Næsby, 1 - 2",4,4,1,100.0,25.0
R. Larsen,Næsby,"Næsby - Vanløse, 1 - 0",7,6,3,85.71,42.86
R. Larsen,Næsby,"Odder - Næsby, 2 - 3",2,1,0,50.0,0.0
R. Minerba,FA 2000,"Hørsholm-Usserød - FA 2000, 5 - 1",12,6,2,50.0,16.67
R. Steuch,Vanløse,"Lyseng - Vanløse, 1 - 2",8,5,2,62.5,25.0
R. Steuch,Vanløse,"Næsby - Vanløse, 1 - 0",13,8,4,61.54,30.77
R. Steuch,Vanløse,"Vanløse - FA 2000, 4 - 0",5,4,0,80.0,0.0
R. Wedege,FA 2000,"Vanløse - FA 2000, 4 - 0",3,2,0,66.67,0.0
R. Årup Jørgensen,Hørsholm-Usserød,"Brønshøj - Hørsholm-Usserød, 0 - 2",5,2,2,40.0,40.0
R. Årup Jørgensen,Hørsholm-Usserød,"Hørsholm-Usserød - FA 2000, 5 - 1",6,4,2,66.67,33.33
R. Årup Jørgensen,Hørsholm-Usserød,"Hørsholm-Usserød - Nykøbing, 0 - 2",5,2,2,40.0,40.0
S. Birch Andersen,Lyseng,"Holbæk B&I - Lyseng, 6 - 0",3,2,0,66.67,0.0
S. Bugge Jepsen,Odder,"Odder - Frem, 0 - 1",4,1,0,25.0,0.0
S. Bugge Jepsen,Odder,"Odder - Lyseng, 2 - 0",4,3,3,75.0,75.0
S. Bugge Jepsen,Odder,"Odder - Næsby, 2 - 3",8,6,3,75.0,37.5
S. Gustav,Lyseng,"Lyseng - Vanløse, 1 - 2",3,1,0,33.33,0.0
S. Gustav,Lyseng,"Odder - Lyseng, 2 - 0",6,1,0,16.67,0.0
S. Holden,FA 2000,"Hørsholm-Usserød - FA 2000, 5 - 1",8,4,2,50.0,25.0
S. Lauesen,Hørsholm-Usserød,"Brønshøj - Hørsholm-Usserød, 0 - 2",3,3,1,100.0,33.33
S. Olsen,Holbæk B&I,"Holbæk B&I - Lyseng, 6 - 0",1,1,1,100.0,100.0
S. Pedersen,Vanløse,"Lyseng - Vanløse, 1 - 2",4,3,0,75.0,0.0
S. Pedersen,Vanløse,"Næsby - Vanløse, 1 - 0",1,1,1,100.0,100.0
S. Pedersen,Vanløse,"Vanløse - Nykøbing, 2 - 2",2,0,0,0.0,0.0
S. Weber Pedersen,Vanløse,"Næsby - Vanløse, 1 - 0",4,2,2,50.0,50.0
S. Weber Pedersen,Vanløse,"Vanløse - FA 2000, 4 - 0",3,3,2,100.0,66.67
T. Egholm,Vanløse,"Vanløse - Nykøbing, 2 - 2",2,2,1,100.0,50.0
T. Noer,Brønshøj,"Holbæk B&I - Brønshøj, 5 - 3",4,4,1,100.0,25.0
T. Noer,Brønshøj,"Vejgaard B - Brønshøj, 3 - 0",2,2,1,100.0,50.0
T. Sommer,FA 2000,"Vanløse - FA 2000, 4 - 0",8,5,3,62.5,37.5
T. Søderstrøm,Frem,"Frem - Næsby, 1 - 2",2,2,1,100.0,50.0
V. Bille,Nykøbing,"Nykøbing - Holbæk B&I, 1 - 0",1,1,0,100.0,0.0
V. Bille,Nykøbing,"Vanløse - Nykøbing, 2 - 2",1,0,0,0.0,0.0
V. Christensen,Brønshøj,"Brønshøj - Hørsholm-Usserød, 0 - 2",4,3,0,75.0,0.0
V. Christensen,Brønshøj,"Holbæk B&I - Brønshøj, 5 - 3",1,0,0,0.0,0.0
V. Christensen,Brønshøj,"Vejgaard B - Brønshøj, 3 - 0",1,1,0,100.0,0.0
V. Høgh,FA 2000,"Hørsholm-Usserød - FA 2000, 5 - 1",3,3,3,100.0,100.0
V. Høgh,FA 2000,"Vanløse - FA 2000, 4 - 0",5,4,2,80.0,40.0
V. Mikkelsen,FA 2000,"Vanløse - FA 2000, 4 - 0",1,1,1,100.0,100.0
V. Mølgaard Eskildsen,Nykøbing,"Hørsholm-Usserød - Nykøbing, 0 - 2",6,3,0,50.0,0.0
V. Mølgaard Eskildsen,Nykøbing,"Nykøbing - Brønshøj, 0 - 0",4,2,0,50.0,0.0
V. Mølgaard Eskildsen,Nykøbing,"Vanløse - Nykøbing, 2 - 2",6,3,0,50.0,0.0
V. Svensson,Brønshøj,"Brønshøj - Hørsholm-Usserød, 0 - 2",10,8,2,80.0,20.0
V. Svensson,Brønshøj,"Holbæk B&I - Brønshøj, 5 - 3",10,7,4,70.0,40.0
V. Svensson,Brønshøj,"Nykøbing - Brønshøj, 0 - 0",6,3,2,50.0,33.33
V. Svensson,Brønshøj,"Vejgaard B - Brønshøj, 3 - 0",3,2,1,66.67,33.33
V. Vestby,Næsby,"Frem - Næsby, 1 - 2",9,6,4,66.67,44.44
V. Vestby,Næsby,"Næsby - Vanløse, 1 - 0",9,7,4,77.78,44.44
V. Vestby,Næsby,"Odder - Næsby, 2 - 3",5,3,0,60.0,0.0
W. Kattrup,Vanløse,"Lyseng - Vanløse, 1 - 2",6,6,1,100.0,16.67
W. Kattrup,Vanløse,"Vanløse - FA 2000, 4 - 0",5,4,0,80.0,0.0
W. Kattrup,Vanløse,"Vanløse - Nykøbing, 2 - 2",5,4,0,80.0,0.0
W. Lohse,Nykøbing,"Hørsholm-Usserød - Nykøbing, 0 - 2",2,2,0,100.0,0.0
W. Peitersen,FA 2000,"Hørsholm-Usserød - FA 2000, 5 - 1",5,4,1,80.0,20.0
W. Vidar,Odder,"Odder - Lyseng, 2 - 0",3,1,0,33.33,0.0
W. Vidar,Odder,"Odder - Næsby, 2 - 3",4,3,0,75.0,0.0
W. Vidar,Odder,"Sundby - Odder, 3 - 0",1,0,0,0.0,0.0
Y. Kyei,Sundby,"Sundby - Odder, 3 - 0",1,0,0,0.0,0.0
Y. Mokdad,Holbæk B&I,"Holbæk B&I - Brønshøj, 5 - 3",3,3,1,100.0,33.33
Y. Mokdad,Holbæk B&I,"Holbæk B&I - Lyseng, 6 - 0",4,1,0,25.0,0.0
Y. Mokdad,Holbæk B&I,"Sundby - Holbæk B&I, 2 - 0",3,1,0,33.33,0.0
