SHORTNAME,TEAMNAME,MATCHLABEL,total_duels,stoppedprogress_count,recoveredpossession_count,stoppedprogress_percent,recoveredpossession_percent
Alan Jahic,Vanløse,"Lyseng - Vanløse, 1 - 2",1,1,1,100.0,100.0
Alan Jahic,Vanløse,"Næsby - Vanløse, 1 - 0",4,4,1,100.0,25.0
B. Axelsson,Vejgaard B,"Vejgaard B - Brønshøj, 3 - 0",3,2,1,66.67,33.33
B. Juel-Berg,Sundby,"Frem - Sundby, 3 - 2",6,4,4,66.67,66.67
B. Juel-Berg,Sundby,"Sundby - Holbæk B&I, 2 - 0",1,0,0,0.0,0.0
B. Juel-Berg,Sundby,"Sundby - Odder, 3 - 0",3,1,1,33.33,33.33
B. Juel-Berg,Sundby,"Vejgaard B - Sundby, 1 - 1",6,4,2,66.67,33.33
B. Kold,Nykøbing,"Hørsholm-Usserød - Nykøbing, 0 - 2",1,1,0,100.0,0.0
B. Kold,Nykøbing,"Nykøbing - Brønshøj, 0 - 0",2,0,0,0.0,0.0
B. Kold,Nykøbing,"Nykøbing - Holbæk B&I, 1 - 0",2,1,0,50.0,0.0
B. Kold,Nykøbing,"Vanløse - Nykøbing, 2 - 2",4,1,0,25.0,0.0
B. Meibom,Holbæk B&I,"Holbæk B&I - Brønshøj, 5 - 3",2,2,2,100.0,100.0
B. Meibom,Holbæk B&I,"Sundby - Holbæk B&I, 2 - 0",1,1,0,100.0,0.0
B. Paludan,Vanløse,"Lyseng - Vanløse, 1 - 2",2,0,0,0.0,0.0
B. Paludan,Vanløse,"Næsby - Vanløse, 1 - 0",4,2,1,50.0,25.0
B. Paludan,Vanløse,"Vanløse - FA 2000, 4 - 0",5,2,2,40.0,40.0
B. Paludan,Vanløse,"Vanløse - Nykøbing, 2 - 2",1,0,0,0.0,0.0
B. Suner,Odder,"Odder - Frem, 0 - 1",9,2,1,22.22,11.11
B. Suner,Odder,"Odder - Lyseng, 2 - 0",11,8,3,72.73,27.27
B. Suner,Odder,"Odder - Næsby, 2 - 3",2,1,0,50.0,0.0
B. Suner,Odder,"Sundby - Odder, 3 - 0",6,6,4,100.0,66.67
C. Espensen Troelsen,FA 2000,"Hørsholm-Usserød - FA 2000, 5 - 1",13,7,3,53.85,23.08
C. Espensen Troelsen,FA 2000,"Vanløse - FA 2000, 4 - 0",12,11,6,91.67,50.0
C. Froulund,Frem,"Frem - Næsby, 1 - 2",11,7,3,63.64,27.27
C. Froulund,Frem,"Frem - Sundby, 3 - 2",4,1,0,25.0,0.0
C. Froulund,Frem,"Odder - Frem, 0 - 1",2,1,1,50.0,50.0
C. Kræmer,Vejgaard B,"Vejgaard B - Brønshøj, 3 - 0",1,1,0,100.0,0.0
C. Kræmer,Vejgaard B,"Vejgaard B - Sundby, 1 - 1",4,3,2,75.0,50.0
C. Remmer,Frem,"Frem - Næsby, 1 - 2",5,4,0,80.0,0.0
C. Remmer,Frem,"Frem - Sundby, 3 - 2",6,1,1,16.67,16.67
C. Remmer,Frem,"Odder - Frem, 0 - 1",2,2,0,100.0,0.0
C. Ulrich Strømmen,Hørsholm-Usserød,"Hørsholm-Usserød - FA 2000, 5 - 1",2,1,1,50.0,50.0
C. Ulrich Strømmen,Hørsholm-Usserød,"Hørsholm-Usserød - Nykøbing, 0 - 2",14,10,4,71.43,28.57
D. B.V. Nielsen,Vanløse,"Lyseng - Vanløse, 1 - 2",3,2,1,66.67,33.33
D. B.V. Nielsen,Vanløse,"Næsby - Vanløse, 1 - 0",5,2,1,40.0,20.0
D. B.V. Nielsen,Vanløse,"Vanløse - Nykøbing, 2 - 2",3,3,2,100.0,66.67
D. Bernasko Appu,FA 2000,"Hørsholm-Usserød - FA 2000, 5 - 1",11,3,3,27.27,27.27
D. Bernasko Appu,FA 2000,"Vanløse - FA 2000, 4 - 0",1,1,0,100.0,0.0
D. Warmbach,Frem,"Frem - Sundby, 3 - 2",9,5,3,55.56,33.33
E. Alici,Lyseng,"Holbæk B&I - Lyseng, 6 - 0",5,3,2,60.0,40.0
E. Bodholdt-Larsen,Vanløse,"Lyseng - Vanløse, 1 - 2",2,1,1,50.0,50.0
E. Bodholdt-Larsen,Vanløse,"Næsby - Vanløse, 1 - 0",5,3,1,60.0,20.0
E. Bodholdt-Larsen,Vanløse,"Vanløse - FA 2000, 4 - 0",4,3,1,75.0,25.0
E. Bodholdt-Larsen,Vanløse,"Vanløse - Nykøbing, 2 - 2",3,1,1,33.33,33.33
E. Colding,Vejgaard B,"Vejgaard B - Brønshøj, 3 - 0",2,1,1,50.0,50.0
E. Eriksen,Sundby,"Frem - Sundby, 3 - 2",4,3,1,75.0,25.0
E. Eriksen,Sundby,"Sundby - Holbæk B&I, 2 - 0",4,2,1,50.0,25.0
E. Eriksen,Sundby,"Sundby - Odder, 3 - 0",4,1,0,25.0,0.0
E. Eriksen,Sundby,"Vejgaard B - Sundby, 1 - 1",1,1,0,100.0,0.0
E. Gürsoy,Lyseng,"Odder - Lyseng, 2 - 0",6,4,1,66.67,16.67
E. Idrissi,Holbæk B&I,"Nykøbing - Holbæk B&I, 1 - 0",1,1,0,100.0,0.0
E. Jønson,Odder,"Odder - Frem, 0 - 1",3,3,1,100.0,33.33
E. Jønson,Odder,"Odder - Næsby, 2 - 3",3,2,0,66.67,0.0
E. Jønson,Odder,"Sundby - Odder, 3 - 0",2,2,2,100.0,100.0
E. Lundquist,Sundby,"Frem - Sundby, 3 - 2",2,1,0,50.0,0.0
E. Lundquist,Sundby,"Sundby - Holbæk B&I, 2 - 0",4,1,1,25.0,25.0
E. Lundquist,Sundby,"Sundby - Odder, 3 - 0",5,2,2,40.0,40.0
E. Lundquist,Sundby,"Vejgaard B - Sundby, 1 - 1",2,2,0,100.0,0.0
E. Mygind Jensen,FA 2000,"Hørsholm-Usserød - FA 2000, 5 - 1",5,1,0,20.0,0.0
E. Mygind Jensen,FA 2000,"Vanløse - FA 2000, 4 - 0",2,2,0,100.0,0.0
E. Ogude,Nykøbing,"Hørsholm-Usserød - Nykøbing, 0 - 2",1,0,0,0.0,0.0
E. Ogude,Nykøbing,"Nykøbing - Brønshøj, 0 - 0",3,1,1,33.33,33.33
E. Ogude,Nykøbing,"Nykøbing - Holbæk B&I, 1 - 0",2,1,0,50.0,0.0
E. Ogude,Nykøbing,"Vanløse - Nykøbing, 2 - 2",2,0,0,0.0,0.0
E. Otkjær Walløe,Hørsholm-Usserød,"Brønshøj - Hørsholm-Usserød, 0 - 2",9,5,2,55.56,22.22
E. Otkjær Walløe,Hørsholm-Usserød,"Hørsholm-Usserød - FA 2000, 5 - 1",8,5,4,62.5,50.0
E. Otkjær Walløe,Hørsholm-Usserød,"Hørsholm-Usserød - Nykøbing, 0 - 2",5,4,2,80.0,40.0
E. Rusborg,FA 2000,"Hørsholm-Usserød - FA 2000, 5 - 1",4,1,0,25.0,0.0
E. Rusborg,FA 2000,"Vanløse - FA 2000, 4 - 0",4,1,0,25.0,0.0
E. Tekşen,Holbæk B&I,"Holbæk B&I - Brønshøj, 5 - 3",5,5,1,100.0,20.0
E. Tekşen,Holbæk B&I,"Holbæk B&I - Lyseng, 6 - 0",2,1,0,50.0,0.0
E. Tekşen,Holbæk B&I,"Nykøbing - Holbæk B&I, 1 - 0",3,3,0,100.0,0.0
E. Tekşen,Holbæk B&I,"Sundby - Holbæk B&I, 2 - 0",1,0,0,0.0,0.0
E. Wass,Frem,"Frem - Næsby, 1 - 2",4,3,1,75.0,25.0
E. Wass,Frem,"Odder - Frem, 0 - 1",6,1,1,16.67,16.67
F. Bonabi,FA 2000,"Vanløse - FA 2000, 4 - 0",1,0,0,0.0,0.0
F. Lund,Odder,"Odder - Frem, 0 - 1",5,5,2,100.0,40.0
F. Lund,Odder,"Odder - Næsby, 2 - 3",3,2,2,66.67,66.67
F. Nedergaard,Odder,"Odder - Lyseng, 2 - 0",5,3,2,60.0,40.0
F. Nedergaard,Odder,"Odder - Næsby, 2 - 3",3,0,0,0.0,0.0
F. Nedergaard,Odder,"Sundby - Odder, 3 - 0",2,1,0,50.0,0.0
F. Nielsen,Odder,"Odder - Lyseng, 2 - 0",4,4,3,100.0,75.0
F. Nielsen,Odder,"Odder - Næsby, 2 - 3",5,3,1,60.0,20.0
F. Nielsen,Odder,"Sundby - Odder, 3 - 0",5,2,1,40.0,20.0
F. Nørgaard,Odder,"Odder - Frem, 0 - 1",1,0,0,0.0,0.0
F. Pedersen,Odder,"Odder - Frem, 0 - 1",5,4,1,80.0,20.0
F. Pedersen,Odder,"Odder - Lyseng, 2 - 0",3,1,1,33.33,33.33
F. Pedersen,Odder,"Sundby - Odder, 3 - 0",1,0,0,0.0,0.0
G. Dahl,Vejgaard B,"Vejgaard B - Brønshøj, 3 - 0",1,1,0,100.0,0.0
G. Dahl,Vejgaard B,"Vejgaard B - Sundby, 1 - 1",2,2,0,100.0,0.0
G. Drest Wagner,Brønshøj,"Brønshøj - Hørsholm-Usserød, 0 - 2",3,2,2,66.67,66.67
G. Drest Wagner,Brønshøj,"Holbæk B&I - Brønshøj, 5 - 3",9,7,3,77.78,33.33
G. Drest Wagner,Brønshøj,"Nykøbing - Brønshøj, 0 - 0",2,1,1,50.0,50.0
G. Frederiksen,Sundby,"Frem - Sundby, 3 - 2",4,4,2,100.0,50.0
G. Frederiksen,Sundby,"Sundby - Odder, 3 - 0",1,0,0,0.0,0.0
G. Frederiksen,Sundby,"Vejgaard B - Sundby, 1 - 1",7,5,2,71.43,28.57
G. Hansen,Frem,"Frem - Næsby, 1 - 2",4,3,2,75.0,50.0
G. Hansen,Frem,"Frem - Sundby, 3 - 2",4,3,1,75.0,25.0
G. Hansen,Frem,"Odder - Frem, 0 - 1",6,5,2,83.33,33.33
G. Hyldahl Kirkeby,Hørsholm-Usserød,"Brønshøj - Hørsholm-Usserød, 0 - 2",3,1,0,33.33,0.0
G. Hyldahl Kirkeby,Hørsholm-Usserød,"Hørsholm-Usserød - FA 2000, 5 - 1",6,3,1,50.0,16.67
G. Hyldahl Kirkeby,Hørsholm-Usserød,"Hørsholm-Usserød - Nykøbing, 0 - 2",5,4,2,80.0,40.0
G. Johan,Hørsholm-Usserød,"Brønshøj - Hørsholm-Usserød, 0 - 2",2,2,1,100.0,50.0
G. Petersen,Hørsholm-Usserød,"Brønshøj - Hørsholm-Usserød, 0 - 2",4,3,1,75.0,25.0
G. Petersen,Hørsholm-Usserød,"Hørsholm-Usserød - FA 2000, 5 - 1",7,5,2,71.43,28.57
G. Petersen,Hørsholm-Usserød,"Hørsholm-Usserød - Nykøbing, 0 - 2",3,2,0,66.67,0.0
G. Pyne-Cole,Sundby,"Frem - Sundby, 3 - 2",1,0,0,0.0,0.0
G. Stenderup,Hørsholm-Usserød,"Hørsholm-Usserød - Nykøbing, 0 - 2",3,3,0,100.0,0.0
G. Street Lundqvist,Sundby,"Sundby - Holbæk B&I, 2 - 0",2,1,0,50.0,0.0
G. Street Lundqvist,Sundby,"Vejgaard B - Sundby, 1 - 1",1,0,0,0.0,0.0
G. Vennemus,Vanløse,"Lyseng - Vanløse, 1 - 2",8,4,3,50.0,37.5
G. Vennemus,Vanløse,"Næsby - Vanløse, 1 - 0",11,10,1,90.91,9.09
G. Vennemus,Vanløse,"Vanløse - FA 2000, 4 - 0",1,0,0,0.0,0.0
G. Vennemus,Vanløse,"Vanløse - Nykøbing, 2 - 2",1,0,0,0.0,0.0
H. El Idrissi,Sundby,"Sundby - Holbæk B&I, 2 - 0",2,1,1,50.0,50.0
H. El Idrissi,Sundby,"Sundby - Odder, 3 - 0",2,2,2,100.0,100.0
H. El Idrissi,Sundby,"Vejgaard B - Sundby, 1 - 1",3,2,1,66.67,33.33
H. Elsayed,Holbæk B&I,"Holbæk B&I - Brønshøj, 5 - 3",3,1,1,33.33,33.33
H. Elsayed,Holbæk B&I,"Holbæk B&I - Lyseng, 6 - 0",1,1,0,100.0,0.0
H. Elsayed,Holbæk B&I,"Nykøbing - Holbæk B&I, 1 - 0",1,0,0,0.0,0.0
H. Elsayed,Holbæk B&I,"Sundby - Holbæk B&I, 2 - 0",3,2,0,66.67,0.0
H. Hemmingsen,Næsby,"Frem - Næsby, 1 - 2",8,2,1,25.0,12.5
H. Hemmingsen,Næsby,"Næsby - Vanløse, 1 - 0",14,6,1,42.86,7.14
H. Tümtürk,Holbæk B&I,"Holbæk B&I - Brønshøj, 5 - 3",12,8,5,66.67,41.67
H. Tümtürk,Holbæk B&I,"Holbæk B&I - Lyseng, 6 - 0",2,1,1,50.0,50.0
H. Tümtürk,Holbæk B&I,"Nykøbing - Holbæk B&I, 1 - 0",6,5,2,83.33,33.33
H. Tümtürk,Holbæk B&I,"Sundby - Holbæk B&I, 2 - 0",9,7,5,77.78,55.56
I. Mehanovic,Brønshøj,"Brønshøj - Hørsholm-Usserød, 0 - 2",6,5,0,83.33,0.0
I. Mehanovic,Brønshøj,"Holbæk B&I - Brønshøj, 5 - 3",3,2,1,66.67,33.33
I. Mehanovic,Brønshøj,"Nykøbing - Brønshøj, 0 - 0",4,2,0,50.0,0.0
I. Mehanovic,Brønshøj,"Vejgaard B - Brønshøj, 3 - 0",3,2,0,66.67,0.0
J. Becker,Sundby,"Frem - Sundby, 3 - 2",9,5,2,55.56,22.22
J. Becker,Sundby,"Sundby - Holbæk B&I, 2 - 0",3,2,0,66.67,0.0
J. Becker,Sundby,"Sundby - Odder, 3 - 0",2,2,0,100.0,0.0
J. Becker,Sundby,"Vejgaard B - Sundby, 1 - 1",2,1,0,50.0,0.0
J. Broberg,Lyseng,"Holbæk B&I - Lyseng, 6 - 0",5,4,2,80.0,40.0
J. Broberg,Lyseng,"Lyseng - Vanløse, 1 - 2",9,8,6,88.89,66.67
J. Broberg,Lyseng,"Odder - Lyseng, 2 - 0",4,1,1,25.0,25.0
J. Fechtenburg,Næsby,"Frem - Næsby, 1 - 2",2,1,0,50.0,0.0
J. Fechtenburg,Næsby,"Næsby - Vanløse, 1 - 0",3,1,1,33.33,33.33
J. Fechtenburg,Næsby,"Odder - Næsby, 2 - 3",1,1,0,100.0,0.0
J. Funch Sommer,FA 2000,"Hørsholm-Usserød - FA 2000, 5 - 1",7,5,4,71.43,57.14
J. Funch Sommer,FA 2000,"Vanløse - FA 2000, 4 - 0",12,7,3,58.33,25.0
J. Gaardsøe,Vejgaard B,"Vejgaard B - Brønshøj, 3 - 0",3,1,0,33.33,0.0
J. Gaardsøe,Vejgaard B,"Vejgaard B - Sundby, 1 - 1",7,6,5,85.71,71.43
J. Hamburger-Toft,Sundby,"Frem - Sundby, 3 - 2",9,5,0,55.56,0.0
J. Hamburger-Toft,Sundby,"Sundby - Holbæk B&I, 2 - 0",6,2,2,33.33,33.33
J. Hamburger-Toft,Sundby,"Sundby - Odder, 3 - 0",5,3,2,60.0,40.0
J. Hansen,Odder,"Odder - Lyseng, 2 - 0",5,1,0,20.0,0.0
J. Hansen,Odder,"Sundby - Odder, 3 - 0",1,0,0,0.0,0.0
J. Haslund,Holbæk B&I,"Holbæk B&I - Brønshøj, 5 - 3",4,4,1,100.0,25.0
J. Haslund,Holbæk B&I,"Holbæk B&I - Lyseng, 6 - 0",3,1,0,33.33,0.0
J. Haslund,Holbæk B&I,"Nykøbing - Holbæk B&I, 1 - 0",4,3,1,75.0,25.0
J. Höjgaard,Vejgaard B,"Vejgaard B - Brønshøj, 3 - 0",6,4,3,66.67,50.0
J. Höjgaard,Vejgaard B,"Vejgaard B - Sundby, 1 - 1",6,3,2,50.0,33.33
J. Jensen,Vejgaard B,"Vejgaard B - Brønshøj, 3 - 0",1,1,1,100.0,100.0
J. Jensen,Vejgaard B,"Vejgaard B - Sundby, 1 - 1",1,1,0,100.0,0.0
J. Johansson,Brønshøj,"Nykøbing - Brønshøj, 0 - 0",3,1,1,33.33,33.33
J. Johansson,Brønshøj,"Vejgaard B - Brønshøj, 3 - 0",2,1,0,50.0,0.0
J. Kilden Grøn,Odder,"Odder - Næsby, 2 - 3",3,2,1,66.67,33.33
J. Kilden Grøn,Odder,"Sundby - Odder, 3 - 0",1,1,0,100.0,0.0
J. Knaack,Vanløse,"Lyseng - Vanløse, 1 - 2",11,6,1,54.55,9.09
J. Knaack,Vanløse,"Vanløse - FA 2000, 4 - 0",8,6,4,75.0,50.0
J. Knaack,Vanløse,"Vanløse - Nykøbing, 2 - 2",4,1,0,25.0,0.0
J. Leth,Vejgaard B,"Vejgaard B - Brønshøj, 3 - 0",1,1,0,100.0,0.0
J. Leth,Vejgaard B,"Vejgaard B - Sundby, 1 - 1",6,2,1,33.33,16.67
J. Nielsen,Frem,"Frem - Næsby, 1 - 2",6,4,1,66.67,16.67
J. Nielsen,Frem,"Odder - Frem, 0 - 1",5,4,1,80.0,20.0
J. Pank Iversen,Lyseng,"Holbæk B&I - Lyseng, 6 - 0",4,3,2,75.0,50.0
J. Pank Iversen,Lyseng,"Lyseng - Vanløse, 1 - 2",2,1,0,50.0,0.0
J. Pank Iversen,Lyseng,"Odder - Lyseng, 2 - 0",5,4,0,80.0,0.0
J. Shaibu,Frem,"Frem - Næsby, 1 - 2",8,6,1,75.0,12.5
J. Shaibu,Frem,"Frem - Sundby, 3 - 2",2,0,0,0.0,0.0
J. Shaibu,Frem,"Odder - Frem, 0 - 1",1,0,0,0.0,0.0
J. Tonnesen,Næsby,"Odder - Næsby, 2 - 3",2,2,1,100.0,50.0
J. Ugwoke,Lyseng,"Lyseng - Vanløse, 1 - 2",6,3,1,50.0,16.67
J. Ugwoke,Lyseng,"Odder - Lyseng, 2 - 0",5,3,1,60.0,20.0
K. Al-Ali,Hørsholm-Usserød,"Brønshøj - Hørsholm-Usserød, 0 - 2",4,4,1,100.0,25.0
K. Al-Ali,Hørsholm-Usserød,"Hørsholm-Usserød - FA 2000, 5 - 1",10,7,2,70.0,20.0
K. Al-Ali,Hørsholm-Usserød,"Hørsholm-Usserød - Nykøbing, 0 - 2",12,8,1,66.67,8.33
K. El Haddouchi,Holbæk B&I,"Holbæk B&I - Brønshøj, 5 - 3",5,2,1,40.0,20.0
K. El Haddouchi,Holbæk B&I,"Holbæk B&I - Lyseng, 6 - 0",3,2,2,66.67,66.67
K. El Haddouchi,Holbæk B&I,"Nykøbing - Holbæk B&I, 1 - 0",3,1,1,33.33,33.33
K. El Haddouchi,Holbæk B&I,"Sundby - Holbæk B&I, 2 - 0",5,3,2,60.0,40.0
K. Heerfordt,Brønshøj,"Brønshøj - Hørsholm-Usserød, 0 - 2",1,0,0,0.0,0.0
K. Heerfordt,Brønshøj,"Holbæk B&I - Brønshøj, 5 - 3",1,1,0,100.0,0.0
K. Heerfordt,Brønshøj,"Nykøbing - Brønshøj, 0 - 0",7,6,2,85.71,28.57
K. Heerfordt,Brønshøj,"Vejgaard B - Brønshøj, 3 - 0",5,4,1,80.0,20.0
K. Høst,Næsby,"Næsby - Vanløse, 1 - 0",1,1,1,100.0,100.0
K. Høst,Næsby,"Odder - Næsby, 2 - 3",1,1,1,100.0,100.0
K. Jensen,Nykøbing,"Hørsholm-Usserød - Nykøbing, 0 - 2",9,7,2,77.78,22.22
K. Jensen,Nykøbing,"Nykøbing - Brønshøj, 0 - 0",3,2,1,66.67,33.33
K. Jensen,Nykøbing,"Nykøbing - Holbæk B&I, 1 - 0",7,5,2,71.43,28.57
K. Jensen,Nykøbing,"Vanløse - Nykøbing, 2 - 2",5,3,1,60.0,20.0
K. Trkulja,Sundby,"Frem - Sundby, 3 - 2",2,1,0,50.0,0.0
K. Trkulja,Sundby,"Sundby - Holbæk B&I, 2 - 0",2,1,0,50.0,0.0
K. Trkulja,Sundby,"Sundby - Odder, 3 - 0",3,1,1,33.33,33.33
K. Trkulja,Sundby,"Vejgaard B - Sundby, 1 - 1",2,1,1,50.0,50.0
K. Østergaard,Hørsholm-Usserød,"Brønshøj - Hørsholm-Usserød, 0 - 2",6,2,1,33.33,16.67
K. Østergaard,Hørsholm-Usserød,"Hørsholm-Usserød - FA 2000, 5 - 1",14,3,1,21.43,7.14
K. Østergaard,Hørsholm-Usserød,"Hørsholm-Usserød - Nykøbing, 0 - 2",5,4,2,80.0,40.0
L. Børregaard Ravn,Sundby,"Frem - Sundby, 3 - 2",12,7,3,58.33,25.0
L. Børregaard Ravn,Sundby,"Sundby - Holbæk B&I, 2 - 0",3,1,0,33.33,0.0
L. Børregaard Ravn,Sundby,"Sundby - Odder, 3 - 0",8,4,3,50.0,37.5
L. Børregaard Ravn,Sundby,"Vejgaard B - Sundby, 1 - 1",4,1,0,25.0,0.0
L. Carl Svensson,FA 2000,"Vanløse - FA 2000, 4 - 0",7,3,2,42.86,28.57
L. Chang-Andersen,Brønshøj,"Vejgaard B - Brønshøj, 3 - 0",1,0,0,0.0,0.0
L. Dauerhøj,Næsby,"Frem - Næsby, 1 - 2",10,6,4,60.0,40.0
L. Dauerhøj,Næsby,"Næsby - Vanløse, 1 - 0",5,4,4,80.0,80.0
L. Dauerhøj,Næsby,"Odder - Næsby, 2 - 3",14,9,4,64.29,28.57
L. Jensen,Vejgaard B,"Vejgaard B - Sundby, 1 - 1",1,1,0,100.0,0.0
L. Kiilerich,Brønshøj,"Holbæk B&I - Brønshøj, 5 - 3",9,5,1,55.56,11.11
L. Kiilerich,Brønshøj,"Nykøbing - Brønshøj, 0 - 0",4,4,1,100.0,25.0
L. Kiilerich,Brønshøj,"Vejgaard B - Brønshøj, 3 - 0",2,2,2,100.0,100.0
L. Koch,Brønshøj,"Nykøbing - Brønshøj, 0 - 0",5,3,1,60.0,20.0
L. Koch,Brønshøj,"Vejgaard B - Brønshøj, 3 - 0",4,0,0,0.0,0.0
L. Larsen,Næsby,"Frem - Næsby, 1 - 2",1,0,0,0.0,0.0
L. Laursen,FA 2000,"Hørsholm-Usserød - FA 2000, 5 - 1",1,1,0,100.0,0.0
L. Lodberg,FA 2000,"Hørsholm-Usserød - FA 2000, 5 - 1",5,3,1,60.0,20.0
L. Lodberg,FA 2000,"Vanløse - FA 2000, 4 - 0",3,2,0,66.67,0.0
L. Lysemose,Vanløse,"Lyseng - Vanløse, 1 - 2",3,2,0,66.67,0.0
L. Lysemose,Vanløse,"Vanløse - FA 2000, 4 - 0",1,0,0,0.0,0.0
L. Lysemose,Vanløse,"Vanløse - Nykøbing, 2 - 2",2,2,0,100.0,0.0
L. Nyman,Nykøbing,"Hørsholm-Usserød - Nykøbing, 0 - 2",13,4,2,30.77,15.38
L. Nyman,Nykøbing,"Nykøbing - Brønshøj, 0 - 0",5,4,2,80.0,40.0
L. Nyman,Nykøbing,"Nykøbing - Holbæk B&I, 1 - 0",9,5,4,55.56,44.44
