SHORTNAME,TEAMNAME,MATCHLABEL,total_duels,stoppedprogress_count,recoveredpossession_count,stoppedprogress_percent,recoveredpossession_percent
C. E. Lauridsen,Esbjerg U19,"Esbjerg U19 - Midtjylland U19, 1 - 2",3,1,1,33.33,33.33
C. Elmose,Silkeborg U19,"Randers U19 - Silkeborg U19, 0 - 2",1,0,0,0.0,0.0
C. Jørgensen,Horsens U19,"AGF U19 - Horsens U19, 1 - 2",8,6,3,75.0,37.5
C. Ochieng,Horsens U19,"AGF U19 - Horsens U19, 1 - 2",2,0,0,0.0,0.0
C. Ochieng,Horsens U19,"København U19 - Horsens U19, 3 - 1",9,5,2,55.56,22.22
C. Risom,Silkeborg U19,"Silkeborg U19 - Brøndby U19, 3 - 1",1,1,1,100.0,100.0
C. Seiger,Randers U19,"Randers U19 - Silkeborg U19, 0 - 2",1,1,0,100.0,0.0
C. Storch,AGF U19,"AGF U19 - Esbjerg U19, 1 - 2",2,2,1,100.0,50.0
C. Storch,AGF U19,"AGF U19 - Horsens U19, 1 - 2",5,4,2,80.0,40.0
C. Svart,Brøndby U19,"Brøndby U19 - Lyngby U19, 2 - 0",4,2,1,50.0,25.0
C. Svart,Brøndby U19,"Silkeborg U19 - Brøndby U19, 3 - 1",1,1,0,100.0,0.0
C. Tcacenco,AaB U19,"AaB U19 - OB U19, 3 - 3 (P)",8,6,3,75.0,37.5
C. Tcacenco,AaB U19,"Nordsjælland U19 - AaB U19, 1 - 0",11,7,2,63.64,18.18
D. Catak,Midtjylland U19,"Esbjerg U19 - Midtjylland U19, 1 - 2",5,5,2,100.0,40.0
D. Catak,Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 1 - 2",6,4,0,66.67,0.0
D. Frimpong,København U19,"Vejle U19 - København U19, 2 - 2 (P)",3,1,0,33.33,0.0
D. Jóhannesson,Nordsjælland U19,"Nordsjælland U19 - AaB U19, 1 - 0",7,4,3,57.14,42.86
D. Katlego Hansen,København U19,"København U19 - Horsens U19, 3 - 1",8,4,5,50.0,62.5
D. Katlego Hansen,København U19,"Vejle U19 - København U19, 2 - 2 (P)",3,3,1,100.0,33.33
D. Mørkøre,Vejle U19,"Sønderjyske U19 - Vejle U19, 2 - 3",1,1,0,100.0,0.0
D. Mørkøre,Vejle U19,"Vejle U19 - København U19, 2 - 2 (P)",1,0,0,0.0,0.0
D. Sarapata,København U19,"København U19 - Horsens U19, 3 - 1",4,2,1,50.0,25.0
Daniel Dias Lucas,Midtjylland U19,"Esbjerg U19 - Midtjylland U19, 1 - 2",2,1,1,50.0,50.0
Daniel Dias Lucas,Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 1 - 2",8,6,3,75.0,37.5
E. Arnarsson,Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 1 - 2",1,1,0,100.0,0.0
E. Bramsen,Randers U19,"Randers U19 - Silkeborg U19, 0 - 2",5,3,1,60.0,20.0
E. Christiansen,AaB U19,"AaB U19 - OB U19, 3 - 3 (P)",1,1,0,100.0,0.0
E. Chukwuani,Brøndby U19,"Brøndby U19 - Lyngby U19, 2 - 0",4,1,0,25.0,0.0
E. Chukwuani,Brøndby U19,"Silkeborg U19 - Brøndby U19, 3 - 1",3,3,0,100.0,0.0
E. Helt,AGF U19,"AGF U19 - Esbjerg U19, 1 - 2",3,2,1,66.67,33.33
E. Hjorth Pedersen,SønderjyskE U19,"OB U19 - Sønderjyske U19, 4 - 2",9,3,0,33.33,0.0
E. Hjorth Pedersen,SønderjyskE U19,"Sønderjyske U19 - Vejle U19, 2 - 3",1,0,0,0.0,0.0
E. Larsen,Esbjerg U19,"AGF U19 - Esbjerg U19, 1 - 2",6,3,3,50.0,50.0
E. Larsen,Esbjerg U19,"Esbjerg U19 - Midtjylland U19, 1 - 2",4,4,0,100.0,0.0
E. Moungam,Horsens U19,"København U19 - Horsens U19, 3 - 1",1,0,0,0.0,0.0
E. Petersen,SønderjyskE U19,"OB U19 - Sønderjyske U19, 4 - 2",3,3,0,100.0,0.0
E. Petersen,SønderjyskE U19,"Sønderjyske U19 - Vejle U19, 2 - 3",7,3,2,42.86,28.57
E. Subasic,Vejle U19,"Sønderjyske U19 - Vejle U19, 2 - 3",6,4,0,66.67,0.0
E. Subasic,Vejle U19,"Vejle U19 - København U19, 2 - 2 (P)",4,1,0,25.0,0.0
F. Bunten Kjeldal,Midtjylland U19,"Midtjylland U19 - Nordsjælland U19, 1 - 2",3,2,2,66.67,66.67
F. Elkjær Andersen,AGF U19,"AGF U19 - Horsens U19, 1 - 2",1,0,0,0.0,0.0
F. Nygaard,AaB U19,"AaB U19 - OB U19, 3 - 3 (P)",7,4,1,57.14,14.29
F. Nygaard,AaB U19,"Nordsjælland U19 - AaB U19, 1 - 0",4,2,1,50.0,25.0
F. Nygaard Jürgensen,SønderjyskE U19,"OB U19 - Sønderjyske U19, 4 - 2",7,1,0,14.29,0.0
