SHORTNAME,TEAMNAME,MATCHLABEL,total_duels,stoppedprogress_count,recoveredpossession_count,stoppedprogress_percent,recoveredpossession_percent
B. Ivan Pabst,Horsens U17,"København U17 - Horsens U17, 3 - 0",3,2,1,66.67,33.33
B. Jensen,Esbjerg U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",5,3,0,60.0,0.0
B. Jepsen,Horsens U17,"AGF U17 - Horsens U17, 2 - 0",1,1,1,100.0,100.0
B. Jepsen,Horsens U17,"København U17 - Horsens U17, 3 - 0",2,1,1,50.0,50.0
B. Morgenstjærne,Esbjerg U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",1,0,0,0.0,0.0
B. Mujkanovic,Midtjylland U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",1,0,0,0.0,0.0
B. Svendsen,Midtjylland U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",2,2,1,100.0,50.0
C. Degn,AGF U17,"AGF U17 - Esbjerg U17, 4 - 3",4,2,1,50.0,25.0
C. Degn,AGF U17,"AGF U17 - Horsens U17, 2 - 0",4,2,2,50.0,50.0
C. Nielsen,Brøndby U17,"Brøndby U17 - Lyngby U17, 2 - 1",5,2,2,40.0,40.0
C. Nielsen,Nordsjælland U17,"Nordsjælland U17 - AaB U17, 2 - 1",1,0,0,0.0,0.0
C. Nøhr,AaB U17,"Nordsjælland U17 - AaB U17, 2 - 1",4,4,2,100.0,50.0
C. Schjøtt,AGF U17,"AGF U17 - Esbjerg U17, 4 - 3",4,3,1,75.0,25.0
C. Schjøtt,AGF U17,"AGF U17 - Horsens U17, 2 - 0",5,3,0,60.0,0.0
D. Gade,Silkeborg U17,"Randers U17 - Silkeborg U17, 3 - 1",6,4,0,66.67,0.0
D. Gade,Silkeborg U17,"Silkeborg U17 - Brøndby U17, 1 - 4",6,3,2,50.0,33.33
D. Manata,OB U17,"OB U17 - Sønderjyske U17, 4 - 1",4,4,0,100.0,0.0
D. Popalzai,AaB U17,"Nordsjælland U17 - AaB U17, 2 - 1",8,6,4,75.0,50.0
D. Sanits,København U17,"København U17 - Horsens U17, 3 - 0",8,3,2,37.5,25.0
D. Stojanovic,Silkeborg U17,"Randers U17 - Silkeborg U17, 3 - 1",3,2,0,66.67,0.0
D. Stojanovic,Silkeborg U17,"Silkeborg U17 - Brøndby U17, 1 - 4",5,3,1,60.0,20.0
E. Bachmann,Randers U17,"Randers U17 - Silkeborg U17, 3 - 1",3,2,0,66.67,0.0
E. Broberg,Brøndby U17,"Brøndby U17 - Lyngby U17, 2 - 1",7,6,1,85.71,14.29
E. Broberg,Brøndby U17,"Silkeborg U17 - Brøndby U17, 1 - 4",6,3,1,50.0,16.67
E. Cehobasic,Esbjerg U17,"AGF U17 - Esbjerg U17, 4 - 3",6,5,2,83.33,33.33
E. Cehobasic,Esbjerg U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",4,2,0,50.0,0.0
E. Christiansen,AaB U17,"Nordsjælland U17 - AaB U17, 2 - 1",7,3,0,42.86,0.0
E. Frederiksen,Horsens U17,"København U17 - Horsens U17, 3 - 0",1,0,0,0.0,0.0
E. Gylling,Silkeborg U17,"Randers U17 - Silkeborg U17, 3 - 1",12,8,5,66.67,41.67
E. Gylling,Silkeborg U17,"Silkeborg U17 - Brøndby U17, 1 - 4",9,8,5,88.89,55.56
E. Hansen,AGF U17,"AGF U17 - Esbjerg U17, 4 - 3",5,3,1,60.0,20.0
E. Hansen,AGF U17,"AGF U17 - Horsens U17, 2 - 0",4,3,0,75.0,0.0
E. Hansen,Brøndby U17,"Brøndby U17 - Lyngby U17, 2 - 1",1,1,0,100.0,0.0
E. Kajevic,Esbjerg U17,"AGF U17 - Esbjerg U17, 4 - 3",1,1,0,100.0,0.0
E. Khawand,AaB U17,"Nordsjælland U17 - AaB U17, 2 - 1",1,0,0,0.0,0.0
E. Larsen,Brøndby U17,"Brøndby U17 - Lyngby U17, 2 - 1",6,3,2,50.0,33.33
E. Larsen,Brøndby U17,"Silkeborg U17 - Brøndby U17, 1 - 4",5,5,1,100.0,20.0
E. Rasmussen,OB U17,"OB U17 - Sønderjyske U17, 4 - 1",9,7,6,77.78,66.67
E. Sahl Møller Jensen,SønderjyskE U17,"OB U17 - Sønderjyske U17, 4 - 1",3,3,1,100.0,33.33
E. Villumsen,København U17,"København U17 - Horsens U17, 3 - 0",8,8,3,100.0,37.5
F. Bang Andersen,Randers U17,"Randers U17 - Silkeborg U17, 3 - 1",1,0,0,0.0,0.0
F. Carstensen,Horsens U17,"AGF U17 - Horsens U17, 2 - 0",4,2,0,50.0,0.0
F. Göthler,København U17,"København U17 - Horsens U17, 3 - 0",2,2,1,100.0,50.0
F. Ibsen,Silkeborg U17,"Randers U17 - Silkeborg U17, 3 - 1",3,0,0,0.0,0.0
F. Ibsen,Silkeborg U17,"Silkeborg U17 - Brøndby U17, 1 - 4",4,4,1,100.0,25.0
F. Nykjær,Midtjylland U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",7,5,2,71.43,28.57
F. Petersen,Nordsjælland U17,"Nordsjælland U17 - AaB U17, 2 - 1",8,4,3,50.0,37.5
F. Vestergaard,AaB U17,"Nordsjælland U17 - AaB U17, 2 - 1",3,1,0,33.33,0.0
F. Vestergaard,Midtjylland U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",8,6,2,75.0,25.0
G. Bøgild Nørøxe,Randers U17,"Randers U17 - Silkeborg U17, 3 - 1",6,4,1,66.67,16.67
G. Gravgaard,Lyngby U17,"Brøndby U17 - Lyngby U17, 2 - 1",6,4,2,66.67,33.33
G. Knudsen,SønderjyskE U17,"OB U17 - Sønderjyske U17, 4 - 1",14,6,2,42.86,14.29
G. Krogh Elmer,Randers U17,"Randers U17 - Silkeborg U17, 3 - 1",2,2,0,100.0,0.0
G. Merle Borg,Randers U17,"Randers U17 - Silkeborg U17, 3 - 1",7,3,0,42.86,0.0
G. Nielsen,Horsens U17,"AGF U17 - Horsens U17, 2 - 0",1,1,1,100.0,100.0
G. Nielsen,Horsens U17,"København U17 - Horsens U17, 3 - 0",1,1,0,100.0,0.0
H. Alfaridawi,Lyngby U17,"Brøndby U17 - Lyngby U17, 2 - 1",6,6,1,100.0,16.67
H. Fabrin,OB U17,"OB U17 - Sønderjyske U17, 4 - 1",4,3,1,75.0,25.0
H. Khalil,SønderjyskE U17,"OB U17 - Sønderjyske U17, 4 - 1",9,4,2,44.44,22.22
H. Leal Soares,Randers U17,"Randers U17 - Silkeborg U17, 3 - 1",3,3,0,100.0,0.0
H. Villads,Lyngby U17,"Brøndby U17 - Lyngby U17, 2 - 1",9,4,3,44.44,33.33
I. Fejerskov,Horsens U17,"AGF U17 - Horsens U17, 2 - 0",1,0,0,0.0,0.0
I. Holalam,København U17,"København U17 - Horsens U17, 3 - 0",7,2,0,28.57,0.0
I. Houira,AGF U17,"AGF U17 - Esbjerg U17, 4 - 3",2,2,1,100.0,50.0
I. Houira,AGF U17,"AGF U17 - Horsens U17, 2 - 0",5,3,0,60.0,0.0
I. Vogt,Brøndby U17,"Brøndby U17 - Lyngby U17, 2 - 1",1,1,0,100.0,0.0
I. Vogt,Brøndby U17,"Silkeborg U17 - Brøndby U17, 1 - 4",1,0,0,0.0,0.0
J. Adebeci,Lyngby U17,"Brøndby U17 - Lyngby U17, 2 - 1",3,2,1,66.67,33.33
J. Albertsen,Silkeborg U17,"Randers U17 - Silkeborg U17, 3 - 1",1,1,1,100.0,100.0
J. Albertsen,Silkeborg U17,"Silkeborg U17 - Brøndby U17, 1 - 4",1,0,0,0.0,0.0
J. Alphinas,Midtjylland U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",1,1,1,100.0,100.0
J. Ask,Horsens U17,"AGF U17 - Horsens U17, 2 - 0",11,6,4,54.55,36.36
J. Ask,Horsens U17,"København U17 - Horsens U17, 3 - 0",9,7,4,77.78,44.44
J. Denker Gudemoos,SønderjyskE U17,"OB U17 - Sønderjyske U17, 4 - 1",1,0,0,0.0,0.0
J. El Rrami,København U17,"København U17 - Horsens U17, 3 - 0",2,1,1,50.0,50.0
J. Friis,AGF U17,"AGF U17 - Esbjerg U17, 4 - 3",3,3,0,100.0,0.0
J. Friis,AGF U17,"AGF U17 - Horsens U17, 2 - 0",12,4,2,33.33,16.67
J. Gretlund,Brøndby U17,"Brøndby U17 - Lyngby U17, 2 - 1",13,7,3,53.85,23.08
J. Gretlund,Brøndby U17,"Silkeborg U17 - Brøndby U17, 1 - 4",6,5,3,83.33,50.0
J. Holmgaard,Midtjylland U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",1,0,0,0.0,0.0
J. Kjærsgaard,Esbjerg U17,"AGF U17 - Esbjerg U17, 4 - 3",4,1,0,25.0,0.0
J. Kjærsgaard,Esbjerg U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",9,6,2,66.67,22.22
J. Kragh Bastholm,Horsens U17,"AGF U17 - Horsens U17, 2 - 0",1,0,0,0.0,0.0
J. Kragh Bastholm,Horsens U17,"København U17 - Horsens U17, 3 - 0",3,0,0,0.0,0.0
J. Luca Sonnenborg,Brøndby U17,"Brøndby U17 - Lyngby U17, 2 - 1",9,2,0,22.22,0.0
J. Mejer,AGF U17,"AGF U17 - Esbjerg U17, 4 - 3",5,2,1,40.0,20.0
J. Mejer,AGF U17,"AGF U17 - Horsens U17, 2 - 0",4,3,0,75.0,0.0
J. Pedersen,Lyngby U17,"Brøndby U17 - Lyngby U17, 2 - 1",8,5,1,62.5,12.5
J. Poulsen,Esbjerg U17,"AGF U17 - Esbjerg U17, 4 - 3",2,1,1,50.0,50.0
J. Poulsen,Esbjerg U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",3,2,1,66.67,33.33
J. Schøler,SønderjyskE U17,"OB U17 - Sønderjyske U17, 4 - 1",3,3,0,100.0,0.0
J. Smergel-Krog,Nordsjælland U17,"Nordsjælland U17 - AaB U17, 2 - 1",4,4,1,100.0,25.0
J. Spliid,Randers U17,"Randers U17 - Silkeborg U17, 3 - 1",9,6,1,66.67,11.11
J. Vestergaard Knøss,AGF U17,"AGF U17 - Esbjerg U17, 4 - 3",2,1,1,50.0,50.0
J. Vestergaard Knøss,AGF U17,"AGF U17 - Horsens U17, 2 - 0",2,1,0,50.0,0.0
J. Zwinge,Esbjerg U17,"AGF U17 - Esbjerg U17, 4 - 3",2,2,0,100.0,0.0
J. Zwinge,Esbjerg U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",11,4,2,36.36,18.18
K Lorents,OB U17,"OB U17 - Sønderjyske U17, 4 - 1",9,2,1,22.22,11.11
K. Al-Mosawi,Brøndby U17,"Silkeborg U17 - Brøndby U17, 1 - 4",3,3,0,100.0,0.0
K. Bøgild,Silkeborg U17,"Silkeborg U17 - Brøndby U17, 1 - 4",5,4,2,80.0,40.0
K. Graulund,Midtjylland U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",1,0,0,0.0,0.0
K. Hansen,SønderjyskE U17,"OB U17 - Sønderjyske U17, 4 - 1",5,2,1,40.0,20.0
K. Knudsen,Horsens U17,"AGF U17 - Horsens U17, 2 - 0",1,1,0,100.0,0.0
K. Knudsen,Horsens U17,"København U17 - Horsens U17, 3 - 0",8,6,2,75.0,25.0
K. Kostadinov,OB U17,"OB U17 - Sønderjyske U17, 4 - 1",2,1,0,50.0,0.0
K. Kotsis,OB U17,"OB U17 - Sønderjyske U17, 4 - 1",8,6,2,75.0,25.0
K. Nielsen,Midtjylland U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",1,0,1,0.0,100.0
K. Teiz Milo,København U17,"København U17 - Horsens U17, 3 - 0",3,2,2,66.67,66.67
L. Birk,SønderjyskE U17,"OB U17 - Sønderjyske U17, 4 - 1",1,0,0,0.0,0.0
L. Borg,Silkeborg U17,"Randers U17 - Silkeborg U17, 3 - 1",6,4,1,66.67,16.67
L. Borg,Silkeborg U17,"Silkeborg U17 - Brøndby U17, 1 - 4",3,2,0,66.67,0.0
L. Callaku,Nordsjælland U17,"Nordsjælland U17 - AaB U17, 2 - 1",4,2,0,50.0,0.0
L. Coronado,København U17,"København U17 - Horsens U17, 3 - 0",1,1,1,100.0,100.0
L. Gernaey,Nordsjælland U17,"Nordsjælland U17 - AaB U17, 2 - 1",1,0,0,0.0,0.0
L. Heriba,København U17,"København U17 - Horsens U17, 3 - 0",2,0,0,0.0,0.0
L. Juel Jørgensen,Esbjerg U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",5,3,2,60.0,40.0
L. Jørgensen,AGF U17,"AGF U17 - Esbjerg U17, 4 - 3",7,5,1,71.43,14.29
L. Jørgensen,AGF U17,"AGF U17 - Horsens U17, 2 - 0",14,8,3,57.14,21.43
L. Overgaard,Midtjylland U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",2,1,1,50.0,50.0
M. Aidam,Silkeborg U17,"Silkeborg U17 - Brøndby U17, 1 - 4",1,1,0,100.0,0.0
M. Aliko,Brøndby U17,"Brøndby U17 - Lyngby U17, 2 - 1",9,6,2,66.67,22.22
M. Aliko,Brøndby U17,"Silkeborg U17 - Brøndby U17, 1 - 4",1,1,0,100.0,0.0
M. Bak,AaB U17,"Nordsjælland U17 - AaB U17, 2 - 1",2,2,0,100.0,0.0
M. Bergvold,Esbjerg U17,"AGF U17 - Esbjerg U17, 4 - 3",5,3,1,60.0,20.0
M. Bergvold,Esbjerg U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",7,5,1,71.43,14.29
M. Bjerregaard,Horsens U17,"AGF U17 - Horsens U17, 2 - 0",10,7,4,70.0,40.0
M. Buchholdt,OB U17,"OB U17 - Sønderjyske U17, 4 - 1",4,3,0,75.0,0.0
M. Christensen,Esbjerg U17,"AGF U17 - Esbjerg U17, 4 - 3",2,0,0,0.0,0.0
M. Dalager,OB U17,"OB U17 - Sønderjyske U17, 4 - 1",10,5,2,50.0,20.0
M. Flamsholt Andreasen,AaB U17,"Nordsjælland U17 - AaB U17, 2 - 1",3,2,1,66.67,33.33
M. Frederiksen,Esbjerg U17,"AGF U17 - Esbjerg U17, 4 - 3",3,1,0,33.33,0.0
M. Frederiksen,Esbjerg U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",6,5,1,83.33,16.67
M. Granberg,Brøndby U17,"Brøndby U17 - Lyngby U17, 2 - 1",6,4,1,66.67,16.67
M. Granberg,Brøndby U17,"Silkeborg U17 - Brøndby U17, 1 - 4",9,7,3,77.78,33.33
M. Hegner,Esbjerg U17,"AGF U17 - Esbjerg U17, 4 - 3",4,0,0,0.0,0.0
M. Hegner,Esbjerg U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",7,2,0,28.57,0.0
M. Hyldgaard,AaB U17,"Nordsjælland U17 - AaB U17, 2 - 1",5,4,2,80.0,40.0
M. Jørgensen,København U17,"København U17 - Horsens U17, 3 - 0",5,2,1,40.0,20.0
M. Knudsen Kandic,Horsens U17,"AGF U17 - Horsens U17, 2 - 0",1,1,0,100.0,0.0
M. Larsen,Horsens U17,"AGF U17 - Horsens U17, 2 - 0",8,5,2,62.5,25.0
M. Larsen,Horsens U17,"København U17 - Horsens U17, 3 - 0",5,3,1,60.0,20.0
M. Larsen,Nordsjælland U17,"Nordsjælland U17 - AaB U17, 2 - 1",5,2,1,40.0,20.0
M. Lauridsen,Esbjerg U17,"AGF U17 - Esbjerg U17, 4 - 3",6,2,1,33.33,16.67
M. Lind,Silkeborg U17,"Randers U17 - Silkeborg U17, 3 - 1",9,5,3,55.56,33.33
M. Lind,Silkeborg U17,"Silkeborg U17 - Brøndby U17, 1 - 4",8,4,1,50.0,12.5
M. Lindbjerg,Midtjylland U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",1,1,0,100.0,0.0
M. Madsen,Silkeborg U17,"Randers U17 - Silkeborg U17, 3 - 1",7,3,1,42.86,14.29
M. Madsen,Silkeborg U17,"Silkeborg U17 - Brøndby U17, 1 - 4",12,7,3,58.33,25.0
M. Musenene Christensen,Horsens U17,"København U17 - Horsens U17, 3 - 0",3,1,0,33.33,0.0
M. Møller Wiehe,Silkeborg U17,"Randers U17 - Silkeborg U17, 3 - 1",8,8,4,100.0,50.0
M. Schou,Brøndby U17,"Silkeborg U17 - Brøndby U17, 1 - 4",7,5,1,71.43,14.29
M. Søndergård,Esbjerg U17,"AGF U17 - Esbjerg U17, 4 - 3",6,1,0,16.67,0.0
M. Søndergård,Esbjerg U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",4,3,0,75.0,0.0
M. Østergaard,Esbjerg U17,"AGF U17 - Esbjerg U17, 4 - 3",4,1,1,25.0,25.0
M. Østergaard,Esbjerg U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",9,8,4,88.89,44.44
N. Ayorinde,Nordsjælland U17,"Nordsjælland U17 - AaB U17, 2 - 1",5,2,1,40.0,20.0
N. Bang Kellberg Nielsen,Randers U17,"Randers U17 - Silkeborg U17, 3 - 1",6,5,0,83.33,0.0
N. Boye Sørensen,Randers U17,"Randers U17 - Silkeborg U17, 3 - 1",10,6,1,60.0,10.0
N. Kjer,Midtjylland U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",3,3,3,100.0,100.0
N. Krucov Knudsen,Lyngby U17,"Brøndby U17 - Lyngby U17, 2 - 1",15,12,7,80.0,46.67
N. Kruse Hansen,Esbjerg U17,"AGF U17 - Esbjerg U17, 4 - 3",1,0,0,0.0,0.0
N. Kræmmergaard,AaB U17,"Nordsjælland U17 - AaB U17, 2 - 1",5,4,2,80.0,40.0
N. Madsen,København U17,"København U17 - Horsens U17, 3 - 0",7,4,1,57.14,14.29
N. Manata,OB U17,"OB U17 - Sønderjyske U17, 4 - 1",10,4,0,40.0,0.0
N. Reiche,AaB U17,"Nordsjælland U17 - AaB U17, 2 - 1",7,6,0,85.71,0.0
N. Wheelman,Lyngby U17,"Brøndby U17 - Lyngby U17, 2 - 1",6,3,1,50.0,16.67
O. Ahadi,AaB U17,"Nordsjælland U17 - AaB U17, 2 - 1",13,9,3,69.23,23.08
O. Bach Rasmussen,OB U17,"OB U17 - Sønderjyske U17, 4 - 1",2,1,0,50.0,0.0
O. Borko,Midtjylland U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",1,0,0,0.0,0.0
O. Hummelshøj,AaB U17,"Nordsjælland U17 - AaB U17, 2 - 1",8,4,2,50.0,25.0
O. Høyer,Horsens U17,"AGF U17 - Horsens U17, 2 - 0",4,2,1,50.0,25.0
O. Høyer,Horsens U17,"København U17 - Horsens U17, 3 - 0",4,3,1,75.0,25.0
O. Jensen,Brøndby U17,"Brøndby U17 - Lyngby U17, 2 - 1",1,1,1,100.0,100.0
O. Jensen,Brøndby U17,"Silkeborg U17 - Brøndby U17, 1 - 4",2,2,2,100.0,100.0
O. Jørgensen Lauridsen,Midtjylland U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",2,1,1,50.0,50.0
O. Riise-Jakobsen,Randers U17,"Randers U17 - Silkeborg U17, 3 - 1",11,10,3,90.91,27.27
O. Schumacher,SønderjyskE U17,"OB U17 - Sønderjyske U17, 4 - 1",3,0,0,0.0,0.0
O. Skovsbøl,Horsens U17,"AGF U17 - Horsens U17, 2 - 0",11,8,5,72.73,45.45
O. Skovsbøl,Horsens U17,"København U17 - Horsens U17, 3 - 0",5,3,0,60.0,0.0
O. Wind,Lyngby U17,"Brøndby U17 - Lyngby U17, 2 - 1",4,4,0,100.0,0.0
P. Alves Puggard,Nordsjælland U17,"Nordsjælland U17 - AaB U17, 2 - 1",3,3,2,100.0,66.67
P. Beuschau,Esbjerg U17,"AGF U17 - Esbjerg U17, 4 - 3",2,2,0,100.0,0.0
P. Beuschau,Esbjerg U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",1,0,0,0.0,0.0
P. Hindby,Silkeborg U17,"Randers U17 - Silkeborg U17, 3 - 1",9,6,4,66.67,44.44
P. Hindby,Silkeborg U17,"Silkeborg U17 - Brøndby U17, 1 - 4",5,3,2,60.0,40.0
P. Raben,OB U17,"OB U17 - Sønderjyske U17, 4 - 1",1,1,1,100.0,100.0
R. Aliji,Nordsjælland U17,"Nordsjælland U17 - AaB U17, 2 - 1",11,7,3,63.64,27.27
R. Pedersen,Brøndby U17,"Brøndby U17 - Lyngby U17, 2 - 1",8,4,3,50.0,37.5
R. Pedersen,Brøndby U17,"Silkeborg U17 - Brøndby U17, 1 - 4",1,0,0,0.0,0.0
R. Sous,Esbjerg U17,"AGF U17 - Esbjerg U17, 4 - 3",4,2,1,50.0,25.0
R. Sous,Esbjerg U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",5,3,1,60.0,20.0
S. Bager,AGF U17,"AGF U17 - Esbjerg U17, 4 - 3",3,2,1,66.67,33.33
S. Bager,AGF U17,"AGF U17 - Horsens U17, 2 - 0",4,3,2,75.0,50.0
S. Bodilsen,Silkeborg U17,"Randers U17 - Silkeborg U17, 3 - 1",1,0,0,0.0,0.0
S. Bodilsen,Silkeborg U17,"Silkeborg U17 - Brøndby U17, 1 - 4",3,1,1,33.33,33.33
S. Cappeletti,Lyngby U17,"Brøndby U17 - Lyngby U17, 2 - 1",2,1,1,50.0,50.0
S. Chahboun,Lyngby U17,"Brøndby U17 - Lyngby U17, 2 - 1",1,1,1,100.0,100.0
S. Engelhardt,København U17,"København U17 - Horsens U17, 3 - 0",7,5,4,71.43,57.14
S. Hassan,AaB U17,"Nordsjælland U17 - AaB U17, 2 - 1",7,3,0,42.86,0.0
S. Jensen,Randers U17,"Randers U17 - Silkeborg U17, 3 - 1",5,2,1,40.0,20.0
S. Morando,SønderjyskE U17,"OB U17 - Sønderjyske U17, 4 - 1",13,7,3,53.85,23.08
S. Pelyad,København U17,"København U17 - Horsens U17, 3 - 0",9,7,2,77.78,22.22
S. Risager,SønderjyskE U17,"OB U17 - Sønderjyske U17, 4 - 1",7,5,1,71.43,14.29
S. Rohan,OB U17,"OB U17 - Sønderjyske U17, 4 - 1",11,9,3,81.82,27.27
S. Thaysen Nissen,SønderjyskE U17,"OB U17 - Sønderjyske U17, 4 - 1",6,5,3,83.33,50.0
T. Cevher,Brøndby U17,"Brøndby U17 - Lyngby U17, 2 - 1",7,3,1,42.86,14.29
T. Danquah Freiesleben,Brøndby U17,"Silkeborg U17 - Brøndby U17, 1 - 4",1,0,0,0.0,0.0
T. Ekstrand,Brøndby U17,"Brøndby U17 - Lyngby U17, 2 - 1",5,3,1,60.0,20.0
T. Ekstrand,Brøndby U17,"Silkeborg U17 - Brøndby U17, 1 - 4",3,3,2,100.0,66.67
T. Kolici,Horsens U17,"AGF U17 - Horsens U17, 2 - 0",5,3,0,60.0,0.0
T. Reeh,København U17,"København U17 - Horsens U17, 3 - 0",8,2,1,25.0,12.5
T. Thomsen,AGF U17,"AGF U17 - Esbjerg U17, 4 - 3",3,1,0,33.33,0.0
T. Thomsen,AGF U17,"AGF U17 - Horsens U17, 2 - 0",7,5,2,71.43,28.57
V. Bastrup,Midtjylland U17,"Esbjerg U17 - Midtjylland U17, 0 - 4",5,1,2,20.0,40.0
V. Bertelsen,AaB U17,"Nordsjælland U17 - AaB U17, 2 - 1",1,0,0,0.0,0.0
V. Bruus Vad,AGF U17,"AGF U17 - Esbjerg U17, 4 - 3",10,7,2,70.0,20.0
V. Grønhøj Nissen,SønderjyskE U17,"OB U17 - Sønderjyske U17, 4 - 1",4,2,0,50.0,0.0
V. Jesseen,Lyngby U17,"Brøndby U17 - Lyngby U17, 2 - 1",3,0,0,0.0,0.0
V. Moritzen,København U17,"København U17 - Horsens U17, 3 - 0",3,1,0,33.33,0.0
W. Laugesen,AGF U17,"AGF U17 - Esbjerg U17, 4 - 3",2,0,0,0.0,0.0
W. Laugesen,AGF U17,"AGF U17 - Horsens U17, 2 - 0",7,5,2,71.43,28.57
W. Maarouf,AGF U17,"AGF U17 - Esbjerg U17, 4 - 3",4,2,1,50.0,25.0
W. Maarouf,AGF U17,"AGF U17 - Horsens U17, 2 - 0",12,7,2,58.33,16.67
W. Sondbery,AGF U17,"AGF U17 - Horsens U17, 2 - 0",6,4,2,66.67,33.33
W. Tuxen,Brøndby U17,"Brøndby U17 - Lyngby U17, 2 - 1",8,5,2,62.5,25.0
W. Tuxen,Brøndby U17,"Silkeborg U17 - Brøndby U17, 1 - 4",3,3,3,100.0,100.0
X. Poulsen,København U17,"København U17 - Horsens U17, 3 - 0",2,1,0,50.0,0.0
Y. Abbas,Horsens U17,"AGF U17 - Horsens U17, 2 - 0",6,5,3,83.33,50.0
Y. Abbas,Horsens U17,"København U17 - Horsens U17, 3 - 0",2,1,0,50.0,0.0
Y. Taffal,Randers U17,"Randers U17 - Silkeborg U17, 3 - 1",4,3,0,75.0,0.0
