SHORTNAME,TEAMNAME,MATCHLABEL,total_duels,stoppedprogress_count,recoveredpossession_count,stoppedprogress_percent,recoveredpossession_percent
M. Laursen,VSK Århus,"Roskilde - VSK Århus, 5 - 0",2,0,0,0.0,0.0
M. Maher Maarouf,Vendsyssel,"Roskilde - Vendsyssel, 2 - 0",1,0,0,0.0,0.0
M. Maher Maarouf,Vendsyssel,"Vendsyssel - Skive, 2 - 0",3,2,0,66.67,0.0
M. Munck,Vendsyssel,"Roskilde - Vendsyssel, 2 - 0",5,5,1,100.0,20.0
M. Munck,Vendsyssel,"Vendsyssel - HIK, 1 - 0",2,2,0,100.0,0.0
M. Munck,Vendsyssel,"Vendsyssel - Skive, 2 - 0",9,7,3,77.78,33.33
M. Nedergaard,Skive,"Helsingør - Skive, 0 - 4",4,3,2,75.0,50.0
M. Nedergaard,Skive,"Skive - Fremad Amager, 0 - 0",3,1,0,33.33,0.0
M. Nedergaard,Skive,"Skive - Thisted, 1 - 2",6,3,0,50.0,0.0
M. Nedergaard,Skive,"Vendsyssel - Skive, 2 - 0",5,4,2,80.0,40.0
M. Pedersen,Brabrand,"Brabrand - AB, 1 - 2",4,3,2,75.0,50.0
M. Pedersen,Brabrand,"VSK Århus - Brabrand, 2 - 1",2,2,1,100.0,50.0
M. Rasmussen,HIK,"HIK - Næstved, 2 - 1",5,3,1,60.0,20.0
M. Rasmussen,HIK,"Helsingør - HIK, 1 - 2",10,4,1,40.0,10.0
M. Rytter,VSK Århus,"Roskilde - VSK Århus, 5 - 0",2,1,0,50.0,0.0
M. Rytter,VSK Århus,"Thisted - VSK Århus, 2 - 2",6,4,0,66.67,0.0
M. Rytter,VSK Århus,"VSK Århus - Brabrand, 2 - 1",4,3,0,75.0,0.0
M. Schwensen,Næstved,"HIK - Næstved, 2 - 1",1,1,1,100.0,100.0
M. Skøtt,Roskilde,"Ishøj - Roskilde, 1 - 2",7,5,1,71.43,14.29
M. Skøtt,Roskilde,"Roskilde - VSK Århus, 5 - 0",2,2,0,100.0,0.0
M. Skøtt,Roskilde,"Roskilde - Vendsyssel, 2 - 0",8,4,1,50.0,12.5
M. Uhd,Roskilde,"Ishøj - Roskilde, 1 - 2",4,2,2,50.0,50.0
M. Uhd,Roskilde,"Næstved - Roskilde, 1 - 0",4,3,2,75.0,50.0
M. Uhd,Roskilde,"Roskilde - VSK Århus, 5 - 0",7,6,3,85.71,42.86
M. Uhd,Roskilde,"Roskilde - Vendsyssel, 2 - 0",7,5,1,71.43,14.29
M. Vesterholm,AB,"Brabrand - AB, 1 - 2",7,5,2,71.43,28.57
M. Wissing Villadsen,Næstved,"HIK - Næstved, 2 - 1",4,2,0,50.0,0.0
M. Ørnskov,Brabrand,"Brabrand - AB, 1 - 2",1,1,1,100.0,100.0
M.E. Langberg,Fremad Amager,"Fremad Amager - Ishøj, 1 - 1",4,2,1,50.0,25.0
M.E. Langberg,Fremad Amager,"Næstved - Fremad Amager, 1 - 0",8,7,2,87.5,25.0
M.E. Langberg,Fremad Amager,"Skive - Fremad Amager, 0 - 0",7,6,5,85.71,71.43
M.E. Langberg,Fremad Amager,"Thisted - Fremad Amager, 2 - 1",2,2,1,100.0,50.0
N. Bagger,Helsingør,"Helsingør - Skive, 0 - 4",5,4,0,80.0,0.0
N. Halse,Roskilde,"Næstved - Roskilde, 1 - 0",1,0,0,0.0,0.0
N. Halse,Roskilde,"Roskilde - Vendsyssel, 2 - 0",3,2,1,66.67,33.33
N. Have,VSK Århus,"VSK Århus - Brabrand, 2 - 1",1,1,1,100.0,100.0
N. Holmegaard,Thisted,"Thisted - Fremad Amager, 2 - 1",4,3,1,75.0,25.0
N. Holmegaard,Thisted,"Thisted - VSK Århus, 2 - 2",1,1,1,100.0,100.0
N. Ibsen,AB,"AB - Helsingør, 1 - 2",2,1,0,50.0,0.0
N. Ibsen,AB,"Brabrand - AB, 1 - 2",2,0,0,0.0,0.0
N. Thomsen,Brabrand,"Brabrand - AB, 1 - 2",6,3,0,50.0,0.0
O. Amby,Skive,"Helsingør - Skive, 0 - 4",7,5,2,71.43,28.57
O. Amby,Skive,"Skive - Fremad Amager, 0 - 0",4,4,2,100.0,50.0
O. Amby,Skive,"Skive - Thisted, 1 - 2",2,1,0,50.0,0.0
O. Amby,Skive,"Vendsyssel - Skive, 2 - 0",4,2,2,50.0,50.0
O. Børner Thorup,HIK,"HIK - Næstved, 2 - 1",1,1,1,100.0,100.0
O. Børner Thorup,HIK,"Helsingør - HIK, 1 - 2",1,0,0,0.0,0.0
O. Djafer-Bey,Ishøj,"Ishøj - Roskilde, 1 - 2",5,3,0,60.0,0.0
O. Dupont,Fremad Amager,"Fremad Amager - Ishøj, 1 - 1",7,5,2,71.43,28.57
O. Dupont,Fremad Amager,"Næstved - Fremad Amager, 1 - 0",3,2,0,66.67,0.0
O. Dupont,Fremad Amager,"Skive - Fremad Amager, 0 - 0",4,2,1,50.0,25.0
O. Jensen,Thisted,"Skive - Thisted, 1 - 2",8,5,1,62.5,12.5
O. Jensen,Thisted,"Thisted - Fremad Amager, 2 - 1",5,4,0,80.0,0.0
O. Jensen,Thisted,"Thisted - VSK Århus, 2 - 2",10,3,2,30.0,20.0
O. Juul Jensen,Roskilde,"Ishøj - Roskilde, 1 - 2",8,6,2,75.0,25.0
O. Juul Jensen,Roskilde,"Næstved - Roskilde, 1 - 0",7,4,3,57.14,42.86
O. Juul Jensen,Roskilde,"Roskilde - VSK Århus, 5 - 0",5,3,3,60.0,60.0
O. Juul Jensen,Roskilde,"Roskilde - Vendsyssel, 2 - 0",5,3,2,60.0,40.0
O. Mullings,AB,"AB - Helsingør, 1 - 2",3,2,0,66.67,0.0
O. Mullings,AB,"Brabrand - AB, 1 - 2",2,1,1,50.0,50.0
O. Murshed,AB,"AB - Helsingør, 1 - 2",1,1,0,100.0,0.0
O. Møller,HIK,"HIK - Næstved, 2 - 1",3,2,0,66.67,0.0
O. Møller,HIK,"Helsingør - HIK, 1 - 2",2,1,0,50.0,0.0
O. Møller,HIK,"Vendsyssel - HIK, 1 - 0",2,0,0,0.0,0.0
O. Overgaard,Thisted,"Skive - Thisted, 1 - 2",7,1,1,14.29,14.29
O. Overgaard,Thisted,"Thisted - Fremad Amager, 2 - 1",3,1,0,33.33,0.0
O. Overgaard,Thisted,"Thisted - VSK Århus, 2 - 2",5,2,1,40.0,20.0
O. Skolnik,Roskilde,"Ishøj - Roskilde, 1 - 2",2,1,0,50.0,0.0
O. Skolnik,Roskilde,"Næstved - Roskilde, 1 - 0",3,2,1,66.67,33.33
O. Skolnik,Roskilde,"Roskilde - VSK Århus, 5 - 0",1,0,0,0.0,0.0
O. Skolnik,Roskilde,"Roskilde - Vendsyssel, 2 - 0",1,1,1,100.0,100.0
O. Østergaard,Skive,"Helsingør - Skive, 0 - 4",3,3,0,100.0,0.0
O. Østergaard,Skive,"Skive - Fremad Amager, 0 - 0",5,4,0,80.0,0.0
O. Østergaard,Skive,"Skive - Thisted, 1 - 2",1,0,0,0.0,0.0
O. Østergaard,Skive,"Vendsyssel - Skive, 2 - 0",4,2,1,50.0,25.0
P. Nemec,VSK Århus,"Thisted - VSK Århus, 2 - 2",3,2,0,66.67,0.0
R. Breiner,Skive,"Helsingør - Skive, 0 - 4",2,1,0,50.0,0.0
R. Breiner,Skive,"Skive - Fremad Amager, 0 - 0",2,1,0,50.0,0.0
R. Breiner,Skive,"Skive - Thisted, 1 - 2",1,0,0,0.0,0.0
R. Breiner,Skive,"Vendsyssel - Skive, 2 - 0",5,3,3,60.0,60.0
R. Jepsen-Jacob,VSK Århus,"Thisted - VSK Århus, 2 - 2",1,1,0,100.0,0.0
R. Juul,Brabrand,"Brabrand - AB, 1 - 2",10,6,3,60.0,30.0
R. Juul,Brabrand,"VSK Århus - Brabrand, 2 - 1",4,3,1,75.0,25.0
R. Linden,Helsingør,"AB - Helsingør, 1 - 2",2,1,0,50.0,0.0
R. Linden,Helsingør,"Helsingør - Skive, 0 - 4",3,1,0,33.33,0.0
R. Marcus,Helsingør,"AB - Helsingør, 1 - 2",4,2,1,50.0,25.0
R. Marcus,Helsingør,"Helsingør - HIK, 1 - 2",2,0,0,0.0,0.0
R. Marcus,Helsingør,"Helsingør - Skive, 0 - 4",7,3,3,42.86,42.86
R. Sjøholm,Helsingør,"AB - Helsingør, 1 - 2",5,3,2,60.0,40.0
R. Sjøholm,Helsingør,"Helsingør - HIK, 1 - 2",4,3,1,75.0,25.0
R. Sjøholm,Helsingør,"Helsingør - Skive, 0 - 4",3,2,0,66.67,0.0
S. Appiah,Ishøj,"Ishøj - Roskilde, 1 - 2",2,2,1,100.0,50.0
S. Bala,AB,"AB - Helsingør, 1 - 2",1,1,1,100.0,100.0
S. Dhaflaoui,Helsingør,"Helsingør - Skive, 0 - 4",1,1,1,100.0,100.0
S. Ilsøe,AB,"AB - Helsingør, 1 - 2",3,2,2,66.67,66.67
S. Kroner,HIK,"HIK - Næstved, 2 - 1",7,3,0,42.86,0.0
S. Kroner,HIK,"Helsingør - HIK, 1 - 2",7,3,1,42.86,14.29
S. Kroner,HIK,"Vendsyssel - HIK, 1 - 0",5,1,1,20.0,20.0
S. Rasmussen,VSK Århus,"Roskilde - VSK Århus, 5 - 0",9,5,0,55.56,0.0
S. Rasmussen,VSK Århus,"Thisted - VSK Århus, 2 - 2",2,2,0,100.0,0.0
S. Rasmussen,VSK Århus,"VSK Århus - Brabrand, 2 - 1",2,1,1,50.0,50.0
S. Schouby,Brabrand,"VSK Århus - Brabrand, 2 - 1",1,0,0,0.0,0.0
S. Simpson,Vendsyssel,"Roskilde - Vendsyssel, 2 - 0",1,1,0,100.0,0.0
S. Simpson,Vendsyssel,"Vendsyssel - HIK, 1 - 0",5,2,0,40.0,0.0
S. Simpson,Vendsyssel,"Vendsyssel - Skive, 2 - 0",9,7,5,77.78,55.56
S. Slettegaard,Helsingør,"AB - Helsingør, 1 - 2",9,6,2,66.67,22.22
S. Slettegaard,Helsingør,"Helsingør - HIK, 1 - 2",8,5,1,62.5,12.5
S. Slettegaard,Helsingør,"Helsingør - Skive, 0 - 4",4,2,1,50.0,25.0
S. Stojilkovic,Brabrand,"VSK Århus - Brabrand, 2 - 1",7,4,3,57.14,42.86
S. Tattum,Næstved,"HIK - Næstved, 2 - 1",4,3,3,75.0,75.0
S. Tattum,Næstved,"Næstved - Fremad Amager, 1 - 0",2,2,2,100.0,100.0
S. Trier,Roskilde,"Ishøj - Roskilde, 1 - 2",6,4,2,66.67,33.33
S. Trier,Roskilde,"Næstved - Roskilde, 1 - 0",3,2,1,66.67,33.33
S. Trier,Roskilde,"Roskilde - VSK Århus, 5 - 0",2,2,0,100.0,0.0
S. Trier,Roskilde,"Roskilde - Vendsyssel, 2 - 0",3,2,1,66.67,33.33
S. Vesterbæk,Brabrand,"Brabrand - AB, 1 - 2",7,4,1,57.14,14.29
S. Vesterbæk,Brabrand,"VSK Århus - Brabrand, 2 - 1",1,1,1,100.0,100.0
T. Augustinus-Jensen,Helsingør,"AB - Helsingør, 1 - 2",6,4,1,66.67,16.67
T. Augustinus-Jensen,Helsingør,"Helsingør - HIK, 1 - 2",1,0,0,0.0,0.0
T. Augustinus-Jensen,Helsingør,"Helsingør - Skive, 0 - 4",2,0,0,0.0,0.0
T. Basbøll Nielsen,Helsingør,"AB - Helsingør, 1 - 2",4,2,0,50.0,0.0
T. Basbøll Nielsen,Helsingør,"Helsingør - HIK, 1 - 2",2,1,1,50.0,50.0
T. Basbøll Nielsen,Helsingør,"Helsingør - Skive, 0 - 4",6,3,2,50.0,33.33
T. Eskildsen,VSK Århus,"Roskilde - VSK Århus, 5 - 0",6,5,4,83.33,66.67
T. Eskildsen,VSK Århus,"Thisted - VSK Århus, 2 - 2",4,3,1,75.0,25.0
T. Eskildsen,VSK Århus,"VSK Århus - Brabrand, 2 - 1",5,3,2,60.0,40.0
T. Friis,Brabrand,"Brabrand - AB, 1 - 2",2,2,0,100.0,0.0
T. Friis,Brabrand,"VSK Århus - Brabrand, 2 - 1",2,1,0,50.0,0.0
T. Hageltorn,AB,"AB - Helsingør, 1 - 2",1,1,0,100.0,0.0
T. Nielsen,Helsingør,"Helsingør - Skive, 0 - 4",3,1,0,33.33,0.0
T. Olesen,Brabrand,"VSK Århus - Brabrand, 2 - 1",4,3,2,75.0,50.0
T. Olesen,Næstved,"HIK - Næstved, 2 - 1",2,1,0,50.0,0.0
T. Olesen,Næstved,"Næstved - Fremad Amager, 1 - 0",3,1,0,33.33,0.0
T. Olesen,Næstved,"Næstved - Roskilde, 1 - 0",1,1,0,100.0,0.0
T. Pedersen,Ishøj,"Fremad Amager - Ishøj, 1 - 1",8,4,1,50.0,12.5
T. Pedersen,Ishøj,"Ishøj - Roskilde, 1 - 2",4,2,1,50.0,25.0
V. Engstrøm,Thisted,"Thisted - Fremad Amager, 2 - 1",2,2,1,100.0,50.0
V. Engstrøm,Thisted,"Thisted - VSK Århus, 2 - 2",1,1,0,100.0,0.0
V. Friis Enggaard,HIK,"Helsingør - HIK, 1 - 2",4,2,0,50.0,0.0
V. Hoff,Skive,"Helsingør - Skive, 0 - 4",3,0,0,0.0,0.0
V. Hoff,Skive,"Skive - Thisted, 1 - 2",1,0,0,0.0,0.0
V. Hoff,Skive,"Vendsyssel - Skive, 2 - 0",1,1,0,100.0,0.0
V. Montell,Roskilde,"Ishøj - Roskilde, 1 - 2",7,3,0,42.86,0.0
V. Montell,Roskilde,"Næstved - Roskilde, 1 - 0",2,1,1,50.0,50.0
V. Montell,Roskilde,"Roskilde - VSK Århus, 5 - 0",3,2,0,66.67,0.0
V. Montell,Roskilde,"Roskilde - Vendsyssel, 2 - 0",1,1,1,100.0,100.0
W. Maretti,Ishøj,"Fremad Amager - Ishøj, 1 - 1",1,1,1,100.0,100.0
Y. Akbayir,VSK Århus,"Roskilde - VSK Århus, 5 - 0",2,1,0,50.0,0.0
Y. Akbayir,VSK Århus,"Thisted - VSK Århus, 2 - 2",1,0,0,0.0,0.0
Z. Hamade,Roskilde,"Ishøj - Roskilde, 1 - 2",1,1,1,100.0,100.0
Z. Nsoni,Skive,"Helsingør - Skive, 0 - 4",3,3,2,100.0,66.67
Z. Nsoni,Skive,"Skive - Fremad Amager, 0 - 0",8,4,2,50.0,25.0
Z. Nsoni,Skive,"Skive - Thisted, 1 - 2",12,6,4,50.0,33.33
Z. Nsoni,Skive,"Vendsyssel - Skive, 2 - 0",9,6,0,66.67,0.0
Æ. Jónasson,AB,"AB - Helsingør, 1 - 2",1,1,1,100.0,100.0
Æ. Jónasson,AB,"Brabrand - AB, 1 - 2",4,1,0,25.0,0.0
