SEASON_WYID_x,COMPETITION_WYID,EVENT_WYID,MATCH_WYID,MATCHPERIOD,MINUTE,SECOND,PRIMARYTYPE,LOCATIONX,LOCATIONY,TEAM_WYID,PLAYER_WYID,POSSESSION_WYID,POSSESSIONDURATION,POSSESSIONEVENTSNUMBER,POSSESSIONEVENTINDEX,POSSESSIONSTARTLOCATIONX,POSSESSIONSTARTLOCATIONY,POSSESSIONENDLOCATIONX,POSSESSIONENDLOCATIONY,POSSESSIONTEAM_WYID,COMPETITIONNAME,MATCHLABEL,DATE,SEASON_WYID_y,SHORTNAME,SHOTISGOAL,SHOTPOSTSHOTXG,SHOTXG,GROUNDDUELOPPONENT_WYID,GROUNDDUELDUELTYPE,KEPTPOSSESSION,PROGRESSEDWITHBALL,STOPPEDPROGRESS,RECOVEREDPOSSESSION,TAKEON,GROUNDDUELSIDE,GROUNDDUELRELATEDDUEL_WYID,CARRYPROGRESSION,CARRYENDLOCATIONX,CARRYENDLOCATIONY,ACCURATE,ANGLE,HEIGHT,LENGTH,RECIPIENT_WYID,ENDLOCATIONX,ENDLOCATIONY,POSSESSIONTYPE1,POSSESSIONTYPE2,POSSESSIONTYPE3,POSSESSIONTYPE4,POSSESSIONTYPE5,ATTACKXG,SECONDARYTYPE1,SECONDARYTYPE2,SECONDARYTYPE3,SECONDARYTYPE4,SECONDARYTYPE5,SECONDARYTYPE6,SECONDARYTYPE7,SECONDARYTYPE8,SECONDARYTYPE9,SECONDARYTYPE10,TEAMNAME
191813,43149,2642568698,5746051,1H,1,40,shot,79.0,65.0,65121,1201034,2642568678.0,29.557879,14.0,13.0,9.0,57.0,79.0,65.0,65121.0,U15 Ligaen,"AGF U15 - Horsens U15, 1 - 4",2025-08-16 13:00:00,191813,V. Paulsen,False,,0.02763,,,,,,,,,,,,,,,,,,,,attack,,,,,0.0276,,,,,,,,,,,AGF U15
191813,43149,2642568466,5746051,1H,1,59,shot,93.0,57.0,66870,1100244,2642568458.0,17.32688,15.0,14.0,18.0,35.0,93.0,57.0,66870.0,U15 Ligaen,"AGF U15 - Horsens U15, 1 - 4",2025-08-16 13:00:00,191813,M. Musenene Christensen,True,0.5812,0.416,,,,,,,,,,,,,,,,,,,,attack,,,,,0.416,goal,opportunity,touch_in_box,,,,,,,,Horsens U15
191813,43149,2642568745,5746051,1H,3,19,shot,80.0,34.0,65121,963537,2642568719.0,37.777038,20.0,19.0,50.0,50.0,80.0,34.0,65121.0,U15 Ligaen,"AGF U15 - Horsens U15, 1 - 4",2025-08-16 13:00:00,191813,T. Haugen-Vestenaa,False,,0.03939,,,,,,,,,,,,,,,,,,,,attack,,,,,0.0394,,,,,,,,,,,AGF U15
191813,43149,2642568994,5746051,1H,15,57,shot,81.0,63.0,65121,1201033,2642568983.0,20.688949,9.0,8.0,4.0,15.0,81.0,63.0,65121.0,U15 Ligaen,"AGF U15 - Horsens U15, 1 - 4",2025-08-16 13:00:00,191813,O. Svanholm,False,0.3381,0.08411,,,,,,,,,,,,,,,,,,,,attack,,,,,0.0841,opportunity,,,,,,,,,,AGF U15
191813,43149,2642568622,5746051,1H,21,24,shot,94.0,36.0,66870,1221914,2642568617.0,9.8027425,6.0,5.0,58.0,80.0,94.0,36.0,66870.0,U15 Ligaen,"AGF U15 - Horsens U15, 1 - 4",2025-08-16 13:00:00,191813,V. Kjær,False,,0.1905,,,,,,,,,,,,,,,,,,,,attack,,,,,0.1905,opportunity,touch_in_box,,,,,,,,,Horsens U15
191813,43149,2642568659,5746051,1H,26,23,shot,96.0,57.0,66870,1107708,2642568655.0,9.7800695,5.0,4.0,44.0,63.0,96.0,57.0,66870.0,U15 Ligaen,"AGF U15 - Horsens U15, 1 - 4",2025-08-16 13:00:00,191813,A. Tejlgaard,True,0.7792,0.5519,,,,,,,,,,,,,,,,,,,,counterattack,attack,,,,0.5519,goal,opportunity,touch_in_box,,,,,,,,Horsens U15
191813,43149,2642568677,5746051,1H,28,8,shot,81.0,41.0,66870,1100244,2642568665.0,21.9939535,9.0,8.0,32.0,49.0,81.0,41.0,66870.0,U15 Ligaen,"AGF U15 - Horsens U15, 1 - 4",2025-08-16 13:00:00,191813,M. Musenene Christensen,False,,0.07185,,,,,,,,,,,,,,,,,,,,attack,,,,,0.0718,opportunity,,,,,,,,,,Horsens U15
191813,43149,2642568795,5746051,1H,32,55,shot,90.0,47.0,66870,1107708,2642568789.0,2.5765165,4.0,3.0,90.0,76.0,90.0,47.0,66870.0,U15 Ligaen,"AGF U15 - Horsens U15, 1 - 4",2025-08-16 13:00:00,191813,A. Tejlgaard,False,,0.3775,,,,,,,,,,,,,,,,,,,,attack,,,,,0.3775,opportunity,touch_in_box,,,,,,,,,Horsens U15
191813,43149,2642569313,5746051,1H,34,1,shot,87.0,37.0,65121,1201039,2642569292.0,48.2312595,22.0,21.0,40.0,38.0,87.0,37.0,65121.0,U15 Ligaen,"AGF U15 - Horsens U15, 1 - 4",2025-08-16 13:00:00,191813,M. Warberg Sejersen,False,,0.1563,,,,,,,,,,,,,,,,,,,,attack,,,,,0.1563,opportunity,touch_in_box,,,,,,,,,AGF U15
191813,43149,2642568839,5746051,1H,37,26,shot,83.0,52.0,66870,1100244,2642570507.0,13.3459595,6.0,5.0,46.0,80.0,83.0,52.0,66870.0,U15 Ligaen,"AGF U15 - Horsens U15, 1 - 4",2025-08-16 13:00:00,191813,M. Musenene Christensen,False,,0.03846,,,,,,,,,,,,,,,,,,,,attack,,,,,0.0385,,,,,,,,,,,Horsens U15
191813,43149,2642568846,5746051,1H,39,26,shot,91.0,38.0,66870,1221901,2642568844.0,3.017176,3.0,2.0,65.0,58.0,91.0,38.0,66870.0,U15 Ligaen,"AGF U15 - Horsens U15, 1 - 4",2025-08-16 13:00:00,191813,M. Tejlgaard,True,0.38,0.2687,,,,,,,,,,,,,,,,,,,,counterattack,attack,,,,0.2687,goal,opportunity,touch_in_box,,,,,,,,Horsens U15
